Family	User	Evo	Index	Trade	Rarity
479	rotom	FALSE	C	*	1-2*
479	rotom	FALSE	D	*	1-2*
479	rotom	FALSE	E	*	2-3*
479	rotom	FALSE	F	*	2-3*
480	uxie	FALSE	A	*	5*
480	uxie	FALSE	B	*	4*
480	uxie	FALSE	C	*	1-2*
480	uxie	FALSE	D	*	1-2*
480	uxie	FALSE	E	*	2-3*
480	uxie	FALSE	F	*	2-3*
481	mesprit	FALSE	A	*	5*
481	mesprit	FALSE	B	*	4*
481	mesprit	FALSE	C	*	1-2*
481	mesprit	FALSE	D	*	1-2*
481	mesprit	FALSE	E	*	2-3*
481	mesprit	FALSE	F	*	2-3*
482	azelf	FALSE	A	*	5*
482	azelf	FALSE	B	*	4*
482	azelf	FALSE	C	*	1-2*
482	azelf	FALSE	D	*	1-2*
482	azelf	FALSE	E	*	2-3*
482	azelf	FALSE	F	*	2-3*
483	dialga	FALSE	A	*	5*
483	dialga	FALSE	B	*	4*
483	dialga	FALSE	C	*	1-2*
483	dialga	FALSE	D	*	1-2*
483	dialga	FALSE	E	*	2-3*
483	dialga	FALSE	F	*	2-3*
484	palkia	FALSE	A	*	5*
484	palkia	FALSE	B	*	4*
484	palkia	FALSE	C	*	1-2*
484	palkia	FALSE	D	*	1-2*
484	palkia	FALSE	E	*	2-3*
484	palkia	FALSE	F	*	2-3*
485	heatran	FALSE	A	*	5*
485	heatran	FALSE	B	*	4*
485	heatran	FALSE	C	*	1-2*
485	heatran	FALSE	D	*	1-2*
485	heatran	FALSE	E	*	2-3*
485	heatran	FALSE	F	*	2-3*
486	regigigas	FALSE	A	*	5*
486	regigigas	FALSE	B	*	4*
486	regigigas	FALSE	C	*	1-2*
486	regigigas	FALSE	D	*	1-2*
486	regigigas	FALSE	E	*	2-3*
486	regigigas	FALSE	F	*	2-3*
487	giratina	FALSE	A	*	5*
487	giratina	FALSE	B	*	4*
487	giratina	FALSE	C	*	1-2*
487	giratina	FALSE	D	*	1-2*
487	giratina	FALSE	E	*	2-3*
487	giratina	FALSE	F	*	2-3*
488	cresselia	FALSE	A	*	5*
488	cresselia	FALSE	B	*	4*
488	cresselia	FALSE	C	*	1-2*
488	cresselia	FALSE	D	*	1-2*
488	cresselia	FALSE	E	*	2-3*
488	cresselia	FALSE	F	*	2-3*
489	phione	FALSE	A	*	5*
489	phione	FALSE	B	*	4*
489	phione	FALSE	C	*	1-2*
489	phione	FALSE	D	*	1-2*
489	phione	FALSE	E	*	2-3*
489	phione	FALSE	F	*	2-3*
490	manaphy	FALSE	A	*	5*
490	manaphy	FALSE	B	*	4*
490	manaphy	FALSE	C	*	1-2*
490	manaphy	FALSE	D	*	1-2*
490	manaphy	FALSE	E	*	2-3*
490	manaphy	FALSE	F	*	2-3*
491	darkrai	FALSE	A	*	5*
491	darkrai	FALSE	B	*	4*
491	darkrai	FALSE	C	*	1-2*
491	darkrai	FALSE	D	*	1-2*
491	darkrai	FALSE	E	*	2-3*
491	darkrai	FALSE	F	*	2-3*
492	shaymin	FALSE	A	*	5*
492	shaymin	FALSE	B	*	4*
492	shaymin	FALSE	C	*	1-2*
492	shaymin	FALSE	D	*	1-2*
492	shaymin	FALSE	E	*	2-3*
492	shaymin	FALSE	F	*	2-3*
493	arceus	FALSE	A	*	5*
493	arceus	FALSE	B	*	4*
493	arceus	FALSE	C	*	1-2*
493	arceus	FALSE	D	*	1-2*
493	arceus	FALSE	E	*	2-3*
493	arceus	FALSE	F	*	2-3*
494	victini	FALSE	A	*	5*
494	victini	FALSE	B	*	4*
494	victini	FALSE	C	*	1-2*
494	victini	FALSE	D	*	1-2*
494	victini	FALSE	E	*	2-3*
494	victini	FALSE	F	*	2-3*
495	serperior	TRUE	A	*	5*
495	servine	TRUE	B	*	4*
495	snivy	TRUE	C	*	1-2*
495	snivy	TRUE	D	*	1-2*
495	snivy	TRUE	E	*	2-3*
495	servine	TRUE	F	*	2-3*
498	emboar	TRUE	A	*	5*
498	pignite	TRUE	B	*	4*
498	tepig	TRUE	C	*	1-2*
498	tepig	TRUE	D	*	1-2*
498	tepig	TRUE	E	*	2-3*
498	pignite	TRUE	F	*	2-3*
501	samurott	TRUE	A	*	5*
501	dewott	TRUE	B	*	4*
501	oshawott	TRUE	C	*	1-2*
501	oshawott	TRUE	D	*	1-2*
501	oshawott	TRUE	E	*	2-3*
501	dewott	TRUE	F	*	2-3*
504	watchog	TRUE	A	*	5*
504	watchog	TRUE	B	*	4*
504	patrat	TRUE	C	*	1-2*
504	patrat	TRUE	D	*	1-2*
504	patrat	TRUE	E	*	2-3*
504	watchog	TRUE	F	*	2-3*
506	stoutland	TRUE	A	*	5*
506	herdier	TRUE	B	*	4*
506	lillipup	TRUE	C	*	1-2*
506	lillipup	TRUE	D	*	1-2*
506	lillipup	TRUE	E	*	2-3*
506	herdier	TRUE	F	*	2-3*
509	liepard	TRUE	A	*	5*
509	liepard	TRUE	B	*	4*
509	purrloin	TRUE	C	*	1-2*
509	purrloin	TRUE	D	*	1-2*
509	purrloin	TRUE	E	*	2-3*
509	liepard	TRUE	F	*	2-3*
513	pansear	FALSE	A	*	5*
513	pansear	FALSE	B	*	4*
513	pansear	FALSE	C	*	1-2*
513	pansear	FALSE	D	*	1-2*
513	pansear	FALSE	E	*	2-3*
513	pansear	FALSE	F	*	2-3*
517	musharna	TRUE	A	*	5*
517	musharna	TRUE	B	*	4*
517	munna	TRUE	C	*	1-2*
517	munna	TRUE	D	*	1-2*
517	munna	TRUE	E	*	2-3*
517	musharna	TRUE	F	*	2-3*
519	pidove	FALSE	A	*	5*
519	pidove	FALSE	B	*	4*
519	pidove	FALSE	C	*	1-2*
519	pidove	FALSE	D	*	1-2*
519	pidove	FALSE	E	*	2-3*
519	pidove	FALSE	F	*	2-3*
519	pidove	FALSE	A	*	5*
519	pidove	FALSE	B	*	4*
519	pidove	FALSE	C	*	1-2*
519	pidove	FALSE	D	*	1-2*
519	pidove	FALSE	E	*	2-3*
519	pidove	FALSE	F	*	2-3*
524	roggenrola	FALSE	A	*	5*
524	roggenrola	FALSE	B	*	4*
524	roggenrola	FALSE	C	*	1-2*
524	roggenrola	FALSE	D	*	1-2*
524	roggenrola	FALSE	E	*	2-3*
524	roggenrola	FALSE	F	*	2-3*
527	swoobat	TRUE	A	*	5*
527	swoobat	TRUE	B	*	4*
527	woobat	TRUE	C	*	1-2*
527	woobat	TRUE	D	*	1-2*
527	woobat	TRUE	E	*	2-3*
527	swoobat	TRUE	F	*	2-3*
529	excadrill	TRUE	A	*	5*
529	excadrill	TRUE	B	*	4*
529	drilbur	TRUE	C	*	1-2*
529	drilbur	TRUE	D	*	1-2*
529	drilbur	TRUE	E	*	2-3*
529	excadrill	TRUE	F	*	2-3*
531	audino	FALSE	A	*	5*
531	audino	FALSE	B	*	4*
531	audino	FALSE	C	*	1-2*
531	audino	FALSE	D	*	1-2*
531	audino	FALSE	E	*	2-3*
531	audino	FALSE	F	*	2-3*
532	timburr	FALSE	A	*	5*
532	timburr	FALSE	B	*	4*
532	timburr	FALSE	C	*	1-2*
532	timburr	FALSE	D	*	1-2*
532	timburr	FALSE	E	*	2-3*
532	timburr	FALSE	F	*	2-3*
535	seismitoad	TRUE	A	*	5*
535	palpitoad	TRUE	B	*	4*
535	tympole	TRUE	C	*	1-2*
535	tympole	TRUE	D	*	1-2*
535	tympole	TRUE	E	*	2-3*
535	palpitoad	TRUE	F	*	2-3*
540	leavanny	TRUE	A	*	5*
540	swadloon	TRUE	B	*	4*
540	sewaddle	TRUE	C	*	1-2*
540	sewaddle	TRUE	D	*	1-2*
540	sewaddle	TRUE	E	*	2-3*
540	swadloon	TRUE	F	*	2-3*
543	scolipede	TRUE	A	*	5*
543	whirlipede	TRUE	B	*	4*
543	venipede	TRUE	C	*	1-2*
543	venipede	TRUE	D	*	1-2*
543	venipede	TRUE	E	*	2-3*
543	whirlipede	TRUE	F	*	2-3*
546	cottonee	FALSE	A	*	5*
546	cottonee	FALSE	B	*	4*
546	cottonee	FALSE	C	*	1-2*
546	cottonee	FALSE	D	*	1-2*
546	cottonee	FALSE	E	*	2-3*
546	cottonee	FALSE	F	*	2-3*
548	lilligant	TRUE	A	*	5*
548	lilligant	TRUE	B	*	4*
548	petilil	TRUE	C	*	1-2*
548	petilil	TRUE	D	*	1-2*
548	petilil	TRUE	E	*	2-3*
548	lilligant	TRUE	F	*	2-3*
550	basculegion	TRUE	A	*	5*
550	basculegion	TRUE	B	*	4*
550	basculin	TRUE	C	*	1-2*
550	basculin	TRUE	D	*	1-2*
550	basculin	TRUE	E	*	2-3*
550	basculegion	TRUE	F	*	2-3*
551	krookodile	TRUE	A	*	5*
551	krokorok	TRUE	B	*	4*
551	sandile	TRUE	C	*	1-2*
551	sandile	TRUE	D	*	1-2*
551	sandile	TRUE	E	*	2-3*
551	krokorok	TRUE	F	*	2-3*
554	darmanitan	TRUE	A	*	5*
554	darmanitan	TRUE	B	*	4*
554	darumaka	TRUE	C	*	1-2*
554	darumaka	TRUE	D	*	1-2*
554	darumaka	TRUE	E	*	2-3*
554	darmanitan	TRUE	F	*	2-3*
556	maractus	FALSE	A	*	5*
556	maractus	FALSE	B	*	4*
556	maractus	FALSE	C	*	1-2*
556	maractus	FALSE	D	*	1-2*
556	maractus	FALSE	E	*	2-3*
556	maractus	FALSE	F	*	2-3*
559	scrafty	TRUE	A	*	5*
559	scrafty	TRUE	B	*	4*
559	scraggy	TRUE	C	*	1-2*
559	scraggy	TRUE	D	*	1-2*
559	scraggy	TRUE	E	*	2-3*
559	scrafty	TRUE	F	*	2-3*
561	sigilyph	FALSE	A	*	5*
561	sigilyph	FALSE	B	*	4*
561	sigilyph	FALSE	C	*	1-2*
561	sigilyph	FALSE	D	*	1-2*
561	sigilyph	FALSE	E	*	2-3*
561	sigilyph	FALSE	F	*	2-3*
562	runerigus	FALSE	A	@	5*
562	cofagrigus	FALSE	B	@	5*
562	yamask	FALSE	C	@	1-2*
562	yamask	FALSE	D	@	1-2*
562	yamask	FALSE	E	@	3-4*
562	yamask	FALSE	F	@	3-4*
566	archeops	TRUE	A	*	5*
566	archeops	TRUE	B	*	4*
566	archen	TRUE	C	*	1-2*
566	archen	TRUE	D	*	1-2*
566	archen	TRUE	E	*	2-3*
566	archeops	TRUE	F	*	2-3*
568	garbodor	TRUE	A	*	5*
568	garbodor	TRUE	B	*	4*
568	trubbish	TRUE	C	*	1-2*
568	trubbish	TRUE	D	*	1-2*
568	trubbish	TRUE	E	*	2-3*
568	garbodor	TRUE	F	*	2-3*
570	zoroark	TRUE	A	*	5*
570	zoroark	TRUE	B	*	4*
570	zorua	TRUE	C	*	1-2*
570	zorua	TRUE	D	*	1-2*
570	zorua	TRUE	E	*	2-3*
570	zoroark	TRUE	F	*	2-3*
572	cinccino	TRUE	A	*	5*
572	cinccino	TRUE	B	*	4*
572	minccino	TRUE	C	*	1-2*
572	minccino	TRUE	D	*	1-2*
572	minccino	TRUE	E	*	2-3*
572	cinccino	TRUE	F	*	2-3*
574	gothitelle	TRUE	A	*	5*
574	gothorita	TRUE	B	*	4*
574	gothita	TRUE	C	*	1-2*
574	gothita	TRUE	D	*	1-2*
574	gothita	TRUE	E	*	2-3*
574	gothorita	TRUE	F	*	2-3*
577	reuniclus	TRUE	A	*	5*
577	duosion	TRUE	B	*	4*
577	solosis	TRUE	C	*	1-2*
577	solosis	TRUE	D	*	1-2*
577	solosis	TRUE	E	*	2-3*
577	duosion	TRUE	F	*	2-3*
582	vanilluxe	TRUE	A	*	5*
582	vanillish	TRUE	B	*	4*
582	vanillite	TRUE	C	*	1-2*
582	vanillite	TRUE	D	*	1-2*
582	vanillite	TRUE	E	*	2-3*
582	vanillish	TRUE	F	*	2-3*
585	sawsbuck	TRUE	A	*	5*
585	sawsbuck	TRUE	B	*	4*
585	deerling	TRUE	C	*	1-2*
585	deerling	TRUE	D	*	1-2*
585	deerling	TRUE	E	*	2-3*
585	sawsbuck	TRUE	F	*	2-3*
587	emolga	FALSE	A	*	5*
587	emolga	FALSE	B	*	4*
587	emolga	FALSE	C	*	1-2*
587	emolga	FALSE	D	*	1-2*
587	emolga	FALSE	E	*	2-3*
587	emolga	FALSE	F	*	2-3*
590	foongus	FALSE	A	*	5*
590	foongus	FALSE	B	*	4*
590	foongus	FALSE	C	*	1-2*
590	foongus	FALSE	D	*	1-2*
590	foongus	FALSE	E	*	2-3*
590	foongus	FALSE	F	*	2-3*
597	ferrothorn	TRUE	A	*	5*
597	ferrothorn	TRUE	B	*	4*
597	ferroseed	TRUE	C	*	1-2*
597	ferroseed	TRUE	D	*	1-2*
597	ferroseed	TRUE	E	*	2-3*
597	ferrothorn	TRUE	F	*	2-3*
605	beheeyem	TRUE	A	*	5*
605	beheeyem	TRUE	B	*	4*
605	elgyem	TRUE	C	*	1-2*
605	elgyem	TRUE	D	*	1-2*
605	elgyem	TRUE	E	*	2-3*
605	beheeyem	TRUE	F	*	2-3*
607	chandelure	TRUE	A	*	5*
607	lampent	TRUE	B	*	4*
607	litwick	TRUE	C	*	1-2*
607	litwick	TRUE	D	*	1-2*
607	litwick	TRUE	E	*	2-3*
607	lampent	TRUE	F	*	2-3*
610	haxorus	TRUE	A	*	5*
610	fraxure	TRUE	B	*	4*
610	axew	TRUE	C	*	1-2*
610	axew	TRUE	D	*	1-2*
610	axew	TRUE	E	*	2-3*
610	fraxure	TRUE	F	*	2-3*
613	beartic	TRUE	A	*	5*
613	beartic	TRUE	B	*	4*
613	cubchoo	TRUE	C	*	1-2*
613	cubchoo	TRUE	D	*	1-2*
613	cubchoo	TRUE	E	*	2-3*
613	beartic	TRUE	F	*	2-3*
615	cryogonal	FALSE	A	*	5*
615	cryogonal	FALSE	B	*	4*
615	cryogonal	FALSE	C	*	1-2*
615	cryogonal	FALSE	D	*	1-2*
615	cryogonal	FALSE	E	*	2-3*
615	cryogonal	FALSE	F	*	2-3*
619	mienshao	TRUE	A	*	5*
619	mienshao	TRUE	B	*	4*
619	mienfoo	TRUE	C	*	1-2*
619	mienfoo	TRUE	D	*	1-2*
619	mienfoo	TRUE	E	*	2-3*
619	mienshao	TRUE	F	*	2-3*
621	druddigon	FALSE	A	*	5*
621	druddigon	FALSE	B	*	4*
621	druddigon	FALSE	C	*	1-2*
621	druddigon	FALSE	D	*	1-2*
621	druddigon	FALSE	E	*	2-3*
621	druddigon	FALSE	F	*	2-3*
622	golurk	TRUE	A	*	5*
622	golurk	TRUE	B	*	4*
622	golett	TRUE	C	*	1-2*
622	golett	TRUE	D	*	1-2*
622	golett	TRUE	E	*	2-3*
622	golurk	TRUE	F	*	2-3*
624	kingambit	TRUE	A	*	5*
624	bisharp	TRUE	B	*	4*
624	pawniard	TRUE	C	*	1-2*
624	pawniard	TRUE	D	*	1-2*
624	pawniard	TRUE	E	*	2-3*
624	bisharp	TRUE	F	*	2-3*
627	braviary	TRUE	A	*	5*
627	braviary	TRUE	B	*	4*
627	rufflet	TRUE	C	*	1-2*
627	rufflet	TRUE	D	*	1-2*
627	rufflet	TRUE	E	*	2-3*
627	braviary	TRUE	F	*	2-3*
631	heatmor	FALSE	A	*	5*
631	heatmor	FALSE	B	*	4*
631	heatmor	FALSE	C	*	1-2*
631	heatmor	FALSE	D	*	1-2*
631	heatmor	FALSE	E	*	2-3*
631	heatmor	FALSE	F	*	2-3*
632	durant	FALSE	A	*	5*
632	durant	FALSE	B	*	4*
632	durant	FALSE	C	*	1-2*
632	durant	FALSE	D	*	1-2*
632	durant	FALSE	E	*	2-3*
632	durant	FALSE	F	*	2-3*
633	hydreigon	TRUE	A	*	5*
633	zweilous	TRUE	B	*	4*
633	deino	TRUE	C	*	1-2*
633	deino	TRUE	D	*	1-2*
633	deino	TRUE	E	*	2-3*
633	zweilous	TRUE	F	*	2-3*
636	volcarona	TRUE	A	*	5*
636	volcarona	TRUE	B	*	4*
636	larvesta	TRUE	C	*	1-2*
636	larvesta	TRUE	D	*	1-2*
636	larvesta	TRUE	E	*	2-3*
636	volcarona	TRUE	F	*	2-3*
638	cobalion	FALSE	A	*	5*
638	cobalion	FALSE	B	*	4*
638	cobalion	FALSE	C	*	1-2*
638	cobalion	FALSE	D	*	1-2*
638	cobalion	FALSE	E	*	2-3*
638	cobalion	FALSE	F	*	2-3*
639	terrakion	FALSE	A	*	5*
639	terrakion	FALSE	B	*	4*
639	terrakion	FALSE	C	*	1-2*
639	terrakion	FALSE	D	*	1-2*
639	terrakion	FALSE	E	*	2-3*
639	terrakion	FALSE	F	*	2-3*
640	virizion	FALSE	A	*	5*
640	virizion	FALSE	B	*	4*
640	virizion	FALSE	C	*	1-2*
640	virizion	FALSE	D	*	1-2*
640	virizion	FALSE	E	*	2-3*
640	virizion	FALSE	F	*	2-3*
641	tornadus	FALSE	A	*	5*
641	tornadus	FALSE	B	*	4*
641	tornadus	FALSE	C	*	1-2*
641	tornadus	FALSE	D	*	1-2*
641	tornadus	FALSE	E	*	2-3*
641	tornadus	FALSE	F	*	2-3*
642	thundurus	FALSE	A	*	5*
642	thundurus	FALSE	B	*	4*
642	thundurus	FALSE	C	*	1-2*
642	thundurus	FALSE	D	*	1-2*
642	thundurus	FALSE	E	*	2-3*
642	thundurus	FALSE	F	*	2-3*
643	reshiram	FALSE	A	*	5*
643	reshiram	FALSE	B	*	4*
643	reshiram	FALSE	C	*	1-2*
643	reshiram	FALSE	D	*	1-2*
643	reshiram	FALSE	E	*	2-3*
643	reshiram	FALSE	F	*	2-3*
644	zekrom	FALSE	A	*	5*
644	zekrom	FALSE	B	*	4*
644	zekrom	FALSE	C	*	1-2*
644	zekrom	FALSE	D	*	1-2*
644	zekrom	FALSE	E	*	2-3*
644	zekrom	FALSE	F	*	2-3*
645	landorus	FALSE	A	*	5*
645	landorus	FALSE	B	*	4*
645	landorus	FALSE	C	*	1-2*
645	landorus	FALSE	D	*	1-2*
645	landorus	FALSE	E	*	2-3*
645	landorus	FALSE	F	*	2-3*
646	kyurem	FALSE	A	*	5*
646	kyurem	FALSE	B	*	4*
646	kyurem	FALSE	C	*	1-2*
646	kyurem	FALSE	D	*	1-2*
646	kyurem	FALSE	E	*	2-3*
646	kyurem	FALSE	F	*	2-3*
647	keldeo	FALSE	A	*	5*
647	keldeo	FALSE	B	*	4*
647	keldeo	FALSE	C	*	1-2*
647	keldeo	FALSE	D	*	1-2*
647	keldeo	FALSE	E	*	2-3*
647	keldeo	FALSE	F	*	2-3*
648	meloetta	FALSE	A	*	5*
648	meloetta	FALSE	B	*	4*
648	meloetta	FALSE	C	*	1-2*
648	meloetta	FALSE	D	*	1-2*
648	meloetta	FALSE	E	*	2-3*
648	meloetta	FALSE	F	*	2-3*
649	genesect	FALSE	A	*	5*
649	genesect	FALSE	B	*	4*
649	genesect	FALSE	C	*	1-2*
649	genesect	FALSE	D	*	1-2*
649	genesect	FALSE	E	*	2-3*
649	genesect	FALSE	F	*	2-3*
650	chespin	FALSE	A	*	5*
650	chespin	FALSE	B	*	4*
650	chespin	FALSE	C	*	1-2*
650	chespin	FALSE	D	*	1-2*
650	chespin	FALSE	E	*	2-3*
650	chespin	FALSE	F	*	2-3*
653	delphox	TRUE	A	*	5*
653	braixen	TRUE	B	*	4*
653	fennekin	TRUE	C	*	1-2*
653	fennekin	TRUE	D	*	1-2*
653	fennekin	TRUE	E	*	2-3*
653	braixen	TRUE	F	*	2-3*
656	greninja	TRUE	A	*	5*
656	frogadier	TRUE	B	*	4*
656	froakie	TRUE	C	*	1-2*
656	froakie	TRUE	D	*	1-2*
656	froakie	TRUE	E	*	2-3*
656	frogadier	TRUE	F	*	2-3*
659	bunnelby	FALSE	A	*	5*
659	bunnelby	FALSE	B	*	4*
659	bunnelby	FALSE	C	*	1-2*
659	bunnelby	FALSE	D	*	1-2*
659	bunnelby	FALSE	E	*	2-3*
659	bunnelby	FALSE	F	*	2-3*
661	talonflame	TRUE	A	*	5*
661	fletchinder	TRUE	B	*	4*
661	fletchling	TRUE	C	*	1-2*
661	fletchling	TRUE	D	*	1-2*
661	fletchling	TRUE	E	*	2-3*
661	fletchinder	TRUE	F	*	2-3*
667	litleo	FALSE	A	*	5*
667	litleo	FALSE	B	*	4*
667	litleo	FALSE	C	*	1-2*
667	litleo	FALSE	D	*	1-2*
667	litleo	FALSE	E	*	2-3*
667	litleo	FALSE	F	*	2-3*
669	florges	TRUE	A	*	5*
669	floette	TRUE	B	*	4*
669	flabebe	TRUE	C	*	1-2*
669	flabebe	TRUE	D	*	1-2*
669	flabebe	TRUE	E	*	2-3*
669	floette	TRUE	F	*	2-3*
672	skiddo	FALSE	A	*	5*
672	skiddo	FALSE	B	*	4*
672	skiddo	FALSE	C	*	1-2*
672	skiddo	FALSE	D	*	1-2*
672	skiddo	FALSE	E	*	2-3*
672	skiddo	FALSE	F	*	2-3*
674	pangoro	TRUE	A	*	5*
674	pangoro	TRUE	B	*	4*
674	pancham	TRUE	C	*	1-2*
674	pancham	TRUE	D	*	1-2*
674	pancham	TRUE	E	*	2-3*
674	pangoro	TRUE	F	*	2-3*
676	furfrou	FALSE	A	*	5*
676	furfrou	FALSE	B	*	4*
676	furfrou	FALSE	C	*	1-2*
676	furfrou	FALSE	D	*	1-2*
676	furfrou	FALSE	E	*	2-3*
676	furfrou	FALSE	F	*	2-3*
677	meowstic	TRUE	A	*	5*
677	meowstic	TRUE	B	*	4*
677	espurr	TRUE	C	*	1-2*
677	espurr	TRUE	D	*	1-2*
677	espurr	TRUE	E	*	2-3*
677	meowstic	TRUE	F	*	2-3*
679	aegislash	TRUE	A	*	5*
679	doublade	TRUE	B	*	4*
679	honedge	TRUE	C	*	1-2*
679	honedge	TRUE	D	*	1-2*
679	honedge	TRUE	E	*	2-3*
679	doublade	TRUE	F	*	2-3*
682	spritzee	FALSE	A	*	5*
682	spritzee	FALSE	B	*	4*
682	spritzee	FALSE	C	*	1-2*
682	spritzee	FALSE	D	*	1-2*
682	spritzee	FALSE	E	*	2-3*
682	spritzee	FALSE	F	*	2-3*
684	slurpuff	TRUE	A	*	5*
684	slurpuff	TRUE	B	*	4*
684	swirlix	TRUE	C	*	1-2*
684	swirlix	TRUE	D	*	1-2*
684	swirlix	TRUE	E	*	2-3*
684	slurpuff	TRUE	F	*	2-3*
686	malamar	TRUE	A	*	5*
686	malamar	TRUE	B	*	4*
686	inkay	TRUE	C	*	1-2*
686	inkay	TRUE	D	*	1-2*
686	inkay	TRUE	E	*	2-3*
686	malamar	TRUE	F	*	2-3*
688	barbaracle	TRUE	A	*	5*
688	barbaracle	TRUE	B	*	4*
688	binacle	TRUE	C	*	1-2*
688	binacle	TRUE	D	*	1-2*
688	binacle	TRUE	E	*	2-3*
688	barbaracle	TRUE	F	*	2-3*
692	clawitzer	TRUE	A	*	5*
692	clawitzer	TRUE	B	*	4*
692	clauncher	TRUE	C	*	1-2*
692	clauncher	TRUE	D	*	1-2*
692	clauncher	TRUE	E	*	2-3*
692	clawitzer	TRUE	F	*	2-3*
694	heliolisk	TRUE	A	*	5*
694	heliolisk	TRUE	B	*	4*
694	helioptile	TRUE	C	*	1-2*
694	helioptile	TRUE	D	*	1-2*
694	helioptile	TRUE	E	*	2-3*
694	heliolisk	TRUE	F	*	2-3*
696	tyrantrum	TRUE	A	*	5*
696	tyrantrum	TRUE	B	*	4*
696	tyrunt	TRUE	C	*	1-2*
696	tyrunt	TRUE	D	*	1-2*
696	tyrunt	TRUE	E	*	2-3*
696	tyrantrum	TRUE	F	*	2-3*
698	aurorus	TRUE	A	*	5*
698	aurorus	TRUE	B	*	4*
698	amaura	TRUE	C	*	1-2*
698	amaura	TRUE	D	*	1-2*
698	amaura	TRUE	E	*	2-3*
698	aurorus	TRUE	F	*	2-3*
701	hawlucha	FALSE	A	*	5*
701	hawlucha	FALSE	B	*	4*
701	hawlucha	FALSE	C	*	1-2*
701	hawlucha	FALSE	D	*	1-2*
701	hawlucha	FALSE	E	*	2-3*
701	hawlucha	FALSE	F	*	2-3*
703	carbink	FALSE	A	*	5*
703	carbink	FALSE	B	*	4*
703	carbink	FALSE	C	*	1-2*
703	carbink	FALSE	D	*	1-2*
703	carbink	FALSE	E	*	2-3*
703	carbink	FALSE	F	*	2-3*
704	goodra	TRUE	A	*	5*
704	sliggoo	TRUE	B	*	4*
704	goomy	TRUE	C	*	1-2*
704	goomy	TRUE	D	*	1-2*
704	goomy	TRUE	E	*	2-3*
704	sliggoo	TRUE	F	*	2-3*
707	klefki	FALSE	A	*	5*
707	klefki	FALSE	B	*	4*
707	klefki	FALSE	C	*	1-2*
707	klefki	FALSE	D	*	1-2*
707	klefki	FALSE	E	*	2-3*
707	klefki	FALSE	F	*	2-3*
708	trevenant	TRUE	A	*	5*
708	trevenant	TRUE	B	*	4*
708	phantump	TRUE	C	*	1-2*
708	phantump	TRUE	D	*	1-2*
708	phantump	TRUE	E	*	2-3*
708	trevenant	TRUE	F	*	2-3*
710	gourgeist	TRUE	A	*	5*
710	gourgeist	TRUE	B	*	4*
710	pumpkaboo	TRUE	C	*	1-2*
710	pumpkaboo	TRUE	D	*	1-2*
710	pumpkaboo	TRUE	E	*	2-3*
710	gourgeist	TRUE	F	*	2-3*
714	noivern	TRUE	A	*	5*
714	noivern	TRUE	B	*	4*
714	noibat	TRUE	C	*	1-2*
714	noibat	TRUE	D	*	1-2*
714	noibat	TRUE	E	*	2-3*
714	noivern	TRUE	F	*	2-3*
716	xerneas	FALSE	A	*	5*
716	xerneas	FALSE	B	*	4*
716	xerneas	FALSE	C	*	1-2*
716	xerneas	FALSE	D	*	1-2*
716	xerneas	FALSE	E	*	2-3*
716	xerneas	FALSE	F	*	2-3*
717	yveltal	FALSE	A	*	5*
717	yveltal	FALSE	B	*	4*
717	yveltal	FALSE	C	*	1-2*
717	yveltal	FALSE	D	*	1-2*
717	yveltal	FALSE	E	*	2-3*
717	yveltal	FALSE	F	*	2-3*
718	zygarde	FALSE	A	*	5*
718	zygarde	FALSE	B	*	4*
718	zygarde	FALSE	C	*	1-2*
718	zygarde	FALSE	D	*	1-2*
718	zygarde	FALSE	E	*	2-3*
718	zygarde	FALSE	F	*	2-3*
719	diancie	FALSE	A	*	5*
719	diancie	FALSE	B	*	4*
719	diancie	FALSE	C	*	1-2*
719	diancie	FALSE	D	*	1-2*
719	diancie	FALSE	E	*	2-3*
719	diancie	FALSE	F	*	2-3*
720	hoopa	FALSE	A	*	5*
720	hoopa	FALSE	B	*	4*
720	hoopa	FALSE	C	*	1-2*
720	hoopa	FALSE	D	*	1-2*
720	hoopa	FALSE	E	*	2-3*
720	hoopa	FALSE	F	*	2-3*
721	volcanion	FALSE	A	*	5*
721	volcanion	FALSE	B	*	4*
721	volcanion	FALSE	C	*	1-2*
721	volcanion	FALSE	D	*	1-2*
721	volcanion	FALSE	E	*	2-3*
721	volcanion	FALSE	F	*	2-3*
722	decidueye	TRUE	A	*	5*
722	dartrix	TRUE	B	*	4*
722	rowlet	TRUE	C	*	1-2*
722	rowlet	TRUE	D	*	1-2*
722	rowlet	TRUE	E	*	2-3*
722	dartrix	TRUE	F	*	2-3*
725	incineroar	TRUE	A	*	5*
725	torracat	TRUE	B	*	4*
725	litten	TRUE	C	*	1-2*
725	litten	TRUE	D	*	1-2*
725	litten	TRUE	E	*	2-3*
725	torracat	TRUE	F	*	2-3*
728	primarina	TRUE	A	*	5*
728	brionne	TRUE	B	*	4*
728	popplio	TRUE	C	*	1-2*
728	popplio	TRUE	D	*	1-2*
728	popplio	TRUE	E	*	2-3*
728	brionne	TRUE	F	*	2-3*
736	vikavolt	TRUE	A	*	5*
736	charjabug	TRUE	B	*	4*
736	grubbin	TRUE	C	*	1-2*
736	grubbin	TRUE	D	*	1-2*
736	grubbin	TRUE	E	*	2-3*
