Generic Name	Custom Name	User	ON	Evos	Custom Group	Group Name	Name	Item For	Index	Trade	Rarity	Effect	Element	Status	Stat	Target Element	Category	Quantity	Map Status	FamilyOn
0* None	Crash Claw	tyranitar	True	True					A	*	5*	078: EndureType	fighting							True
3* Scarf		pupitar	True	True					B	*	4*	045: MultiRayShot								True
1* Mud		larvitar	True	True					C	*	1*	094: PPSaver								True
1* Card		larvitar	True	True					D	*	2*	026: SureHitAttacker								True
2* Crest		larvitar	True	True					E	*	3*	060: ErraticAttacker								True
2* Guard		pupitar	False	True					F	*	3*	000: None								True
0* None	Silver Veil	lugia	True	False					A	*	5*	086: StatusOnCategoryUse		safeguard			003: Status			True
0* None	Silver Wing	lugia	True	False					B	*	4*	048: Absorption								True
1* Song		lugia	True	False					C	*	1*	013: PPBoost						2		True
1* Card		lugia	True	False					D	*	2*	043: WandMaster								True
0* None	Silver Brooch	lugia	True	False					E	*	3*	069: GapProber								True
0* None	Deep Sea Jewel	lugia	False	False					F	*	3*	000: None								True
0* None	Chrono Veil	celebi	True	False					A	*	5*	081: DeepBreatherPlus								True
3* Bow		celebi	True	False					B	*	4*	010: AllTerrain								True
1* Song		celebi	True	False					C	*	1*	051: BarrageGuard								True
1* Card		celebi	True	False					D	*	2*	032: StairSensor								True
2* Crest		celebi	True	False					E	*	3*	090: DevolveOnAttack								True
0* None		celebi	False	False					F	*	3*	000: None								True
0* None	Drain Bangle	sceptile	True	True					A	*	5*	056: FastHealer								True
3* Blade		grovyle	True	True					B	*	4*	057: SelfCurer								True
1* Card		treecko	True	True					C	*	1*	006: NVECrit								True
1* Thorn		treecko	True	True					D	*	2*	048: Absorption								True
0* None	Forest Ore	treecko	True	True					E	*	3*	069: GapProber								True
0* None	Jungle Tag	grovyle	False	True					F	*	3*	000: None								True
3* Torc		blaziken	True	True					A	*	5*	067: SecondSTAB	flying							True
0* None	Gutsy Band	combusken	True	True					B	*	4*	055: CloseDodge								True
1* Card		torchic	True	True					C	*	1*	033: AcuteSniffer								True
1* Hair		torchic	True	True					D	*	2*	060: ErraticAttacker								True
0* None	Hot Pebble	torchic	True	True					E	*	3*	005: SuperCrit								True
0* None	Charge Tag	combusken	False	True					F	*	3*	000: None								True
3* Bangle		swampert	True	True					A	*	5*	036: WeaknessPayback	water	immobilized						True
3* Torc		marshtomp	True	True					B	*	4*	054: DistanceDodge								True
1* Card		mudkip	True	True					C	*	1*	013: PPBoost						2		True
1* Mud		mudkip	True	True					D	*	2*	051: BarrageGuard								True
2* Jewel		mudkip	True	True					E	*	3*	069: GapProber								True
2* Crest		marshtomp	False	True					F	*	3*	000: None								True
3* Collar		mightyena	True	True					A	*	5*	037: WarpPayback	fighting							True
3* Band		mightyena	True	True					B	*	4*	028: StatusImmune		disable						True
1* Card		poochyena	True	True					C	*	1*	094: PPSaver								True
1* Fang		poochyena	True	True					D	*	2*	023: StatusOnAttack		exposed						True
0* None		poochyena	True	True					E	*	3*	000: None								True
0* None		mightyena	False	True					F	*	3*	000: None								True
3* Ruff		linoone	True	True					A	*	5*	012: GapFiller								True
3* Scarf		linoone	True	True					B	*	4*	038: LungeAttack								True
1* Card		zigzagoon	True	True					C	*	1*	084: HitAndRun								True
1* Hair		zigzagoon	True	True					D	*	2*	088: DoubleDash								True
0* None		zigzagoon	True	True					E	*	3*	000: None								True
0* None		linoone	False	True					F	*	3*	000: None								True
3* Bow		dustox	True	True					A	EFC	5*	056: FastHealer								True
0* None	Vivid Silk	beautifly	True	True					B	EFD	5*	078: EndureType	rock							True
2* Dust		cascoon	True	True					C	EF	3*	028: StatusImmune		burn						True
2* Dust		silcoon	True	True					D	EF	3*	010: AllTerrain								True
1* Horn		wurmple	True	True					E		1*	039: WideAttack								True
1* Card		wurmple	True	True					F		2*	006: NVECrit								True
3* Hat		ludicolo	True	True					A	*	5*	036: WeaknessPayback	flying	leech_seed						True
0* None	Jolly Scarf	lombre	True	True					B	*	4*	056: FastHealer								True
1* Card		lotad	True	True					C	*	1*	084: HitAndRun								True
1* Dew		lotad	True	True					D	*	2*	033: AcuteSniffer								True
0* None		lotad	True	True					E	*	3*	000: None								True
0* None		lombre	False	True					F	*	3*	000: None								True
3* Belt		shiftry	True	True					A	*	5*	037: WarpPayback	flying							True
3* Bow		nuzleaf	True	True					B	*	4*	057: SelfCurer								True
1* Card		seedot	True	True					C	*	1*	051: BarrageGuard								True
1* Leaf		seedot	True	True					D	*	2*	043: WandMaster								True
2* Tag		seedot	True	True					E	*	3*	024: KnockbackOnAttack								True
0* None		nuzleaf	False	True					F	*	3*	000: None								True
0* None	Midair Scarf	swellow	True	True					A	*	5*	093: AttackRangeInWeather							clear	True
3* Bow		swellow	True	True					B	*	4*	007: Nontraitor								True
1* Card		taillow	True	True					C	*	1*	006: NVECrit								True
1* Wing		taillow	True	True					D	*	2*	088: DoubleDash								True
0* None		taillow	True	True					E	*	3*	000: None								True
0* None		swellow	False	True					F	*	3*	000: None								True
0* None	Stock Scarf	pelipper	True	True					A	*	5*	036: WeaknessPayback	grass	flinch						True
3* Sash		pelipper	True	True					B	*	4*	073: CheekPouch								True
1* Card		wingull	True	True					C	*	1*	015: PracticeSwinger								True
1* Wing		wingull	True	True					D	*	2*	052: BetterOdds								True
0* None		wingull	True	True					E	*	3*	000: None								True
0* None		pelipper	False	True					F	*	3*	000: None								True
0* None	Gallant Torc	gallade	True	True					A	@	5*	037: WarpPayback	flying							True
0* None	Caring Scarf	gardevoir	True	True					B	@	5*	037: WarpPayback	steel							True
1* Hair		ralts	True	True					C	@	1*	013: PPBoost						2		True
1* Card		ralts	True	True					D	@	2*	084: HitAndRun								True
2* Charm		kirlia	True	True					E	@	3*	057: SelfCurer								True
2* Brooch		kirlia	False	True					F	@	3*	000: None								True
3* Bow		masquerain	True	True					A	*	5*	089: StatusSplash								True
3* Tiara		masquerain	True	True					B	*	4*	067: SecondSTAB	water							True
1* Card		surskit	True	True					C	*	1*	039: WideAttack								True
1* Foam		surskit	True	True					D	*	2*	054: DistanceDodge								True
0* None		surskit	True	True					E	*	3*	000: None								True
0* None		masquerain	False	True					F	*	3*	000: None								True
0* None	Thwart Bow	breloom	True	True					A	*	5*	082: WeaknessReduce	ice							True
3* Collar		breloom	True	True					B	*	4*	048: Absorption								True
1* Card		shroomish	True	True					C	*	1*	006: NVECrit								True
1* Leaf		shroomish	True	True					D	*	2*	053: ClutchPerformer								True
0* None		shroomish	True	True					E	*	3*	000: None								True
0* None		breloom	False	True					F	*	3*	000: None								True
0* None	Lazy Ruff	slaking	True	True					A	*	5*	036: WeaknessPayback	normal	paused						True
3* Sash		vigoroth	True	True					B	*	4*	041: TrapBuster								True
1* Card		slakoth	True	True					C	*	1*	050: Anchor								True
1* Claw		slakoth	True	True					D	*	2*	051: BarrageGuard								True
0* None		slakoth	True	True					E	*	3*	000: None								True
0* None		vigoroth	False	True					F	*	3*	000: None								True
0* None	Ninja Ruff	ninjask	True	False	nincada, ninjask				A	EB	5*	034: MapSurveyor								True
3* Specs		ninjask	True	False	nincada, ninjask				B	CD	4*	041: TrapBuster								True
1* Claw		nincada	True	False	nincada, ninjask, shedinja				C		1*	084: HitAndRun								True
1* Card		nincada	True	False	nincada, ninjask, shedinja				D		2*	053: ClutchPerformer								True
2* Key		nincada	True	False	nincada, ninjask, shedinja				E	CD	3*	038: LungeAttack								True
3* Mask		shedinja	True	False					F	CD	4*	010: AllTerrain								True
0* None	Awe Mantle	shedinja	True	False					G	EF	5*	078: EndureType	ghost							True
3* Torc		exploud	True	True					A	*	5*	011: Wallbreaker								True
3* Bangle		loudred	True	True					B	*	4*	049: ExcessiveForce								True
1* Card		whismur	True	True					C	*	1*	030: SleepWalker								True
1* Hair		whismur	True	True					D	*	2*	026: SureHitAttacker								True
0* None		whismur	True	True					E	*	3*	000: None								True
0* None		loudred	False	True					F	*	3*	000: None								True
0* None	Thrust Belt	hariyama	True	True					A	*	5*	082: WeaknessReduce	psychic							True
3* Mask		hariyama	True	True					B	*	4*	024: KnockbackOnAttack								True
1* Card		makuhita	True	True					C	*	1*	008: WaterTerrain								True
1* Sweat		makuhita	True	True					D	*	2*	014: DeepBreather								True
2* Medal		makuhita	True	True					E	*	3*	005: SuperCrit								True
0* None		hariyama	False	True					F	*	3*	000: None								True
3* Hat		probopass	True	True					A	*	5*	087: MapStatusOnCategoryUse					003: Status		electric_terrain	True
3* Glasses		probopass	True	True					B	*	4*	010: AllTerrain								True
1* Card		nosepass	True	True					C	*	1*	026: SureHitAttacker								True
1* Beam		nosepass	True	True					D	*	2*	051: BarrageGuard								True
2* Ore		nosepass	True	True					E	*	3*	032: StairSensor								True
0* None		probopass	False	True					F	*	3*	000: None								True
0* None	Guard Collar	delcatty	True	True					A	*	5*	067: SecondSTAB	normal							True
3* Choker		delcatty	True	True					B	*	4*	086: StatusOnCategoryUse		lucky_chant			003: Status			True
1* Card		skitty	True	True					C	*	1*	026: SureHitAttacker								True
1* Fang		skitty	True	True					D	*	2*	018: DoubleAttacker								True
0* None	Smile Pebble	skitty	True	True					E	*	3*	055: CloseDodge								True
2* Charm		delcatty	False	True					F	*	3*	000: None								True
3* Scope		sableye	True	False					A	*	5*	034: MapSurveyor								True
3* Mantle		sableye	True	False					B	*	4*	085: StatusOnCategoryHit		blinker			001: Physical			True
1* Card		sableye	True	False					C	*	1*	016: MisfortuneMirror								True
1* Claw		sableye	True	False					D	*	2*	052: BetterOdds								True
2* Jewel		sableye	True	False					E	*	3*	032: StairSensor								True
0* None		sableye	False	False					F	*	3*	000: None								True
0* None	Deceit Mask	mawile	True	False					A	*	5*	067: SecondSTAB	dark							True
3* Veil		mawile	True	False					B	*	4*	041: TrapBuster								True
1* Card		mawile	True	False					C	*	1*	061: ErraticDefender								True
1* Fang		mawile	True	False					D	*	2*	051: BarrageGuard								True
2* Ore		mawile	True	False					E	*	3*	017: CounterBasher								True
0* None		mawile	False	False					F	*	3*	000: None								True
0* None	Iron Helmet	aggron	True	True					A	*	5*	078: EndureType	ground							True
3* Armor		lairon	True	True					B	*	4*	049: ExcessiveForce								True
1* Card		aron	True	True					C	*	1*	026: SureHitAttacker								True
1* Claw		aron	True	True					D	*	2*	009: LavaTerrain								True
2* Guard		aron	True	True					E	*	3*	096: TypeBodyguard	dragon							True
0* None		lairon	False	True					F	*	3*	000: None								True
0* None	Ponder Sash	medicham	True	True					A	*	5*	004: TypeBulldozer	fighting			ghost				True
3* Torc		medicham	True	True					B	*	4*	056: FastHealer								True
1* Card		meditite	True	True					C	*	1*	050: Anchor								True
1* Beam		meditite	True	True					D	*	2*	029: StatDropImmune			003: MAtk					True
0* None		meditite	True	True					E	*	3*	000: None								True
0* None		medicham	False	True					F	*	3*	000: None								True
3* Mask		manectric	True	True					A	*	5*	057: SelfCurer								True
3* Crown		manectric	True	True					B	*	4*	055: CloseDodge								True
1* Card		electrike	True	True					C	*	1*	013: PPBoost						2		True
1* Tail		electrike	True	True					D	*	2*	027: SpecialAttacker								True
0* None		electrike	True	True					E	*	3*	000: None								True
0* None		manectric	False	True					F	*	3*	000: None								True
0* None	Pulse Bow	plusle	True	False		plusle_minun			A	/	5*	004: TypeBulldozer	electric			ground				True
0* None	Spark Tie	minun	True	False		plusle_minun			B	/	5*	034: MapSurveyor								True
1* Tail		plusle	True	False	plusle, minun	plusle_minun			C	/	1*	023: StatusOnAttack		paralyze						True
1* Tail		minun	True	False	plusle, minun	plusle_minun			D	/	1*	027: SpecialAttacker								True
3* Scarf		plusle	True	False	plusle, minun	plusle_minun			E	/	4*	054: DistanceDodge								True
3* Band		minun	True	False	plusle, minun	plusle_minun			F	/	4*	055: CloseDodge								True
0* None	Volt Heart	plusle	False	False	plusle, minun	plusle_minun			G	/	3*	095: CelebrateCure								True
0* None	Neon Scarf	volbeat	True	False		volbeat_illumise			A	/	5*	086: StatusOnCategoryUse		charge			002: Magical			True
0* None	Evening Bow	illumise	True	False		volbeat_illumise			B	/	5*	086: StatusOnCategoryUse		quick_guard			003: Status			True
1* Beam		volbeat	True	False	volbeat, illumise	volbeat_illumise			C	/	1*	013: PPBoost						2		True
1* Beam		illumise	True	False	volbeat, illumise	volbeat_illumise			D	/	1*	033: AcuteSniffer								True
3* Hat		volbeat	True	False	volbeat, illumise	volbeat_illumise			E	/	4*	010: AllTerrain								True
3* Veil		illumise	True	False	volbeat, illumise	volbeat_illumise			F	/	4*	044: WandSpread								True
0* None	Glowing Seal	volbeat	False	False	volbeat, illumise	volbeat_illumise			G	/	3*	063: CoinWatcher								True
0* None	Bouquet Cape	roserade	True	True					A	*	5*	037: WarpPayback	flying							True
0* None	Thorned Torc	roselia	True	True					B	*	4*	056: FastHealer								True
1* Leaf		budew	True	True					C	*	1*	062: FastFriend								True
1* Claw		budew	True	True					D	*	2*	051: BarrageGuard								True
0* None		budew	True	True					E	*	3*	000: None								True
0* None		roselia	False	True					F	*	3*	000: None								True
3* Belt		swalot	True	True					A	*	5*	004: TypeBulldozer	poison			steel				True
3* Bow		swalot	True	True					B	*	4*	073: CheekPouch								True
1* Card		gulpin	True	True					C	*	1*	016: MisfortuneMirror								True
1* Drool		gulpin	True	True					D	*	2*	051: BarrageGuard								True
0* None		gulpin	True	True					E	*	3*	000: None								True
0* None		swalot	False	True					F	*	3*	000: None								True
0* None	Vicious Bow	sharpedo	True	True					A	*	5*	011: Wallbreaker								True
3* Armor		sharpedo	True	True					B	*	4*	049: ExcessiveForce								True
1* Card		carvanha	True	True					C	*	1*	084: HitAndRun								True
1* Foam		carvanha	True	True					D	*	2*	026: SureHitAttacker								True
2* Jaw		carvanha	True	True					E	*	3*	031: ChargeWalker								True
0* None		sharpedo	False	True					F	*	3*	000: None								True
0* None	Huge Bow	wailord	True	True					A	*	5*	086: StatusOnCategoryUse		wide_guard			002: Magical			True
3* Hat		wailord	True	True					B	*	4*	096: TypeBodyguard	fire							True
1* Card		wailmer	True	True					C	*	1*	083: Gratitude								True
1* Foam		wailmer	True	True					D	*	2*	014: DeepBreather								True
2* Jewel		wailmer	True	True					E	*	3*	073: CheekPouch								True
0* None		wailord	False	True					F	*	3*	000: None								True
0* None	Erupt Scarf	camerupt	True	True					A	*	5*	004: TypeBulldozer	ground			flying				True
3* Bow		camerupt	True	True					B	*	4*	048: Absorption								True
1* Card		numel	True	True					C	*	1*	060: ErraticAttacker								True
1* Hair		numel	True	True					D	*	2*	014: DeepBreather								True
2* Pebble		numel	True	True					E	*	3*	075: HealInLava								True
0* None		camerupt	False	True					F	*	3*	000: None								True
0* None	Sooty Sash	torkoal	True	False					A	*	5*	036: WeaknessPayback	ground	blinker						True
3* Ruff		torkoal	True	False					B	*	4*	080: NoStatusInWeather							sunny	True
1* Card		torkoal	True	False					C	*	1*	016: MisfortuneMirror								True
1* Beam		torkoal	True	False					D	*	2*	050: Anchor								True
0* None		torkoal	True	False					E	*	3*	000: None								True
0* None		torkoal	False	False					F	*	3*	000: None								True
0* None	Scheme Scarf	grumpig	True	True					A	*	5*	082: WeaknessReduce	dark							True
3* Bow		grumpig	True	True					B	*	4*	054: DistanceDodge								True
1* Card		spoink	True	True					C	*	1*	013: PPBoost						2		True
1* Tail		spoink	True	True					D	*	2*	023: StatusOnAttack		confuse						True
2* Charm		spoink	True	True					E	*	3*	031: ChargeWalker								True
2* Ring		grumpig	False	True					F	*	3*	063: CoinWatcher								True
0* None	Hula Bow	spinda	True	False					A	*	5*	078: EndureType	normal							True
3* Glasses		spinda	True	False					B	*	4*	055: CloseDodge								True
1* Card		spinda	True	False					C	*	1*	084: HitAndRun								True
1* Hair		spinda	True	False					D	*	2*	018: DoubleAttacker								True
2* Seal		spinda	True	False					E	*	3*	023: StatusOnAttack		confuse						True
2* Coin		spinda	False	False					F	*	3*	064: HiddenStairFinder								True
0* None	Red Glasses	flygon	True	True					A	*	5*	095: CelebrateCure								True
3* Scarf		vibrava	True	True					B	*	4*	041: TrapBuster								True
1* Card		trapinch	True	True					C	*	1*	033: AcuteSniffer								True
1* Mud		trapinch	True	True					D	*	2*	019: MasterHurler								True
0* None		trapinch	True	True					E	*	3*	042: ExplosionGuard								True
0* None		vibrava	False	True					F	*	3*	000: None								True
3* Hat		cacturne	True	True					A	*	5*	093: AttackRangeInWeather							sandstorm	True
3* Torc		cacturne	True	True					B	*	4*	056: FastHealer								True
1* Card		cacnea	True	True					C	*	1*	023: StatusOnAttack		leech_seed						True
1* Thorn		cacnea	True	True					D	*	2*	019: MasterHurler								True
0* None		cacnea	True	True					E	*	3*	000: None								True
0* None		cacturne	False	True					F	*	3*	000: None								True
0* None	Cloud Ruff	altaria	True	True					A	*	5*	007: Nontraitor								True
3* Tiara		altaria	True	True					B	*	4*	054: DistanceDodge								True
1* Card		swablu	True	True					C	*	1*	062: FastFriend								True
1* Wing		swablu	True	True					D	*	2*	014: DeepBreather								True
0* None		swablu	True	True					E	*	3*	000: None								True
0* None		altaria	False	True					F	*	3*	000: None								True
0* None	Strong Sash	zangoose	True	False					A	*	5*	082: WeaknessReduce	poison							True
3* Armlet		zangoose	True	False					B	*	4*	056: FastHealer								True
1* Card		zangoose	True	False					C	*	1*	052: BetterOdds								True
1* Claw		zangoose	True	False					D	*	2*	015: PracticeSwinger								True
0* None		zangoose	True	False					E	*	3*	000: None								True
0* None		zangoose	False	False					F	*	3*	000: None								True
3* Bow		seviper	True	False					A	*	5*	067: SecondSTAB	poison							True
3* Blade		seviper	True	False					B	*	4*	055: CloseDodge								True
1* Tail		seviper	True	False					C	*	1*	019: MasterHurler								True
1* Fang		seviper	True	False					D	*	2*	023: StatusOnAttack		poison_toxic						True
0* None		seviper	True	False					E	*	3*	000: None								True
0* None		seviper	False	False					F	*	3*	000: None								True
3* Torc		lunatone	True	False		lunatone_solrock			A	/	5*	085: StatusOnCategoryHit		torment			003: Status			True
3* Bow		solrock	True	False		lunatone_solrock			B	/	5*	085: StatusOnCategoryHit		exposed			003: Status			True
1* Beam		lunatone	True	False	lunatone, solrock	lunatone_solrock			C	/	1*	052: BetterOdds								True
1* Beam		solrock	True	False	lunatone, solrock	lunatone_solrock			D	/	1*	013: PPBoost						2		True
2* Ring		lunatone	True	False	lunatone, solrock	lunatone_solrock			E	/	4*	028: StatusImmune		sleep						True
2* Brooch		solrock	True	False	lunatone, solrock	lunatone_solrock			F	/	4*	028: StatusImmune		burn						True
0* None	Meteor Charm	lunatone	False	False	lunatone, solrock	lunatone_solrock			G	/	3*	091: ProjectileAttack								True
3* Bow		whiscash	True	True					A	*	5*	007: Nontraitor								True
3* Glasses		whiscash	True	True					B	*	4*	055: CloseDodge								True
1* Mud		barboach	True	True					C	*	1*	014: DeepBreather								True
1* Card		barboach	True	True					D	*	2*	052: BetterOdds								True
2* Pebble		barboach	True	True					E	*	3*	000: None								True
0* None		whiscash	False	True					F	*	3*	000: None								True
0* None	Cower Sash	crawdaunt	True	True					A	*	5*	037: WarpPayback	fighting							True
3* Scarf		crawdaunt	True	True					B	*	4*	048: Absorption								True
1* Claw		corphish	True	True					C	*	1*	059: StatMirror								True
1* Card		corphish	True	True					D	*	2*	052: BetterOdds								True
2* Medal		corphish	True	True					E	*	3*	000: None								True
0* None		crawdaunt	False	True					F	*	3*	000: None								True
3* Torc		claydol	True	True					A	*	5*	095: CelebrateCure								True
3* Specs		claydol	True	True					B	*	4*	054: DistanceDodge								True
1* Mud		baltoy	True	True					C	*	1*	083: Gratitude								True
1* Beam		baltoy	True	True					D	*	2*	016: MisfortuneMirror								True
2* Brooch		baltoy	True	True					E	*	3*	000: None								True
0* None		claydol	False	True					F	*	3*	000: None								True
3* Bow		cradily	True	True					A	*	5*	085: StatusOnCategoryHit		leech_seed			003: Status			True
3* Band		cradily	True	True					B	*	4*	056: FastHealer								True
1* Root		lileep	True	True					C	*	1*	094: PPSaver								True
1* Card		lileep	True	True					D	*	2*	008: WaterTerrain								True
2* Crest		lileep	True	True					E	*	3*	000: None								True
0* None		cradily	False	True					F	*	3*	000: None								True
0* None	Rigid Cape	armaldo	True	True					A	*	5*	067: SecondSTAB	bug							True
3* Mantle		armaldo	True	True					B	*	4*	054: DistanceDodge								True
1* Claw		anorith	True	True					C	*	1*	008: WaterTerrain								True
1* Card		anorith	True	True					D	*	2*	052: BetterOdds								True
2* Crest		anorith	True	True					E	*	3*	069: GapProber								True
0* None		armaldo	False	True					F	*	3*	000: None								True
0* None	Grace Scarf	milotic	True	True					A	*	5*	037: WarpPayback	electric							True
3* Robe		milotic	True	True					B	*	4*	056: FastHealer								True
1* Dew		feebas	True	True					C	*	1*	062: FastFriend								True
1* Card		feebas	True	True					D	*	2*	050: Anchor								True
2* Charm		feebas	True	True					E	*	3*	065: ChestFinder								True
0* None		milotic	False	True					F	*	3*	000: None								True
0* None	Weather Cape	castform	True	False					A	*	5*	080: NoStatusInWeather							clear	True
3* Scarf		castform	True	False					B	*	4*	068: TypedAttack								True
1* Dew		castform	True	False					C	*	1*	060: ErraticAttacker								True
1* Card		castform	True	False					D	*	2*	019: MasterHurler								True
0* None	Cloud Rock	castform	True	False					E	*	3*	010: AllTerrain								True
0* None		castform	False	False					F	*	3*	000: None								True
3* Torc		kecleon	True	False					A	*	5*	007: Nontraitor								True
3* Belt		kecleon	True	False					B	*	4*	068: TypedAttack								True
1* Claw		kecleon	True	False					C	*	1*	006: NVECrit								True
1* Card		kecleon	True	False					D	*	2*	033: AcuteSniffer								True
2* Seal		kecleon	True	False					E	*	3*	017: CounterBasher								True
2* Coin		kecleon	False	False					F	*	3*	066: ShopFinder								True
0* None	Ominous Torc	banette	True	True					A	*	5*	004: TypeBulldozer	ghost			normal				True
3* Cape		banette	True	True					B	*	4*	010: AllTerrain								True
1* Horn		shuppet	True	True					C	*	1*	016: MisfortuneMirror								True
1* Card		shuppet	True	True					D	*	2*	023: StatusOnAttack		flinch						True
0* None		shuppet	True	True					E	*	3*	000: None								True
0* None		banette	False	True					F	*	3*	000: None								True
0* None	Unlucky Sash	dusknoir	True	True					A	*	5*	082: WeaknessReduce	ghost							True
3* Bow		dusclops	True	True					B	*	4*	041: TrapBuster								True
1* Gasp		duskull	True	True					C	*	1*	094: PPSaver								True
1* Card		duskull	True	True					D	*	2*	084: HitAndRun								True
0* None		duskull	True	True					E	*	3*	000: None								True
0* None		dusclops	False	True					F	*	3*	000: None								True
3* Bow		tropius	True	False					A	*	5*	007: Nontraitor								True
3* Hat		tropius	True	False					B	*	4*	054: DistanceDodge								True
1* Wing		tropius	True	False					C	*	1*	016: MisfortuneMirror								True
1* Card		tropius	True	False					D	*	2*	014: DeepBreather								True
2* Aroma		tropius	True	False					E	*	3*	057: SelfCurer								True
2* Charm		tropius	False	False					F	*	3*	000: None								True
3* Scarf		chimecho	True	True					A	*	5*	086: StatusOnCategoryUse		safeguard			003: Status			True
3* Torc		chimecho	True	True					B	*	4*	056: FastHealer								True
1* Song		chingling	True	True					C	*	1*	014: DeepBreather								True
1* Card		chingling	True	True					D	*	2*	013: PPBoost						2		True
2* Tag		chingling	True	True					E	*	3*	069: GapProber								True
2* Ring		chimecho	False	True					F	*	3*	066: ShopFinder								True
0* None	Perish Torc	absol	True	False					A	*	5*	085: StatusOnCategoryHit		perish_song			003: Status			True
3* Blade		absol	True	False					B	*	4*	037: WarpPayback	fairy							True
1* Claw		absol	True	False					C	*	1*	033: AcuteSniffer								True
1* Fang		absol	True	False					D	*	2*	023: StatusOnAttack		perish_song						True
2* Crest		absol	True	False					E	*	3*	089: StatusSplash								True
2* Charm		absol	False	False					F	*	3*	000: None								True
3* Bow		froslass	True	False					A	@	5*	036: WeaknessPayback	fire	freeze						True
3* Scarf		glalie	True	False					B	@	5*	093: AttackRangeInWeather							hail	True
1* Card		snorunt	True	True					C	@	1*	006: NVECrit								True
1* Dew		snorunt	True	True					D	@	2*	052: BetterOdds								True
2* Pebble		snorunt	True	True					E	@	3*	028: StatusImmune		confuse						True
2* Guard		snorunt	False	True					F	@	3*	010: AllTerrain								True
3* Torc		walrein	True	True					A	*	5*	080: NoStatusInWeather							hail	True
3* Scarf		sealeo	True	True					B	*	4*	048: Absorption								True
1* Card		spheal	True	True					C	*	1*	014: DeepBreather								True
1* Foam		spheal	True	True					D	*	2*	023: StatusOnAttack		freeze						True
0* None		spheal	True	True					E	*	3*	000: None								True
0* None		sealeo	False	True					F	*	3*	000: None								True
3* Scarf		gorebyss	True	True					A	@	5*	082: WeaknessReduce	fighting							True
0* None	Deep Torc	huntail	True	True					B	@	5*	082: WeaknessReduce	fairy							True
1* Card		clamperl	True	True					C	@	1*	013: PPBoost						2		True
1* Foam		clamperl	True	True					D	@	2*	051: BarrageGuard								True
2* Brooch		clamperl	True	True					E	@	3*	057: SelfCurer								True
2* Ring		clamperl	False	True					F	@	3*	000: None								True
3* Torc		relicanth	True	False					A	*	5*	013: PPBoost						5		True
3* Glasses		relicanth	True	False					B	*	4*	028: StatusImmune		paralyze						True
1* Card		relicanth	True	False					C	*	1*	094: PPSaver								True
1* Foam		relicanth	True	False					D	*	2*	014: DeepBreather								True
2* Key		relicanth	True	False					E	*	3*	069: GapProber								True
2* Ore		relicanth	False	False					F	*	3*	054: DistanceDodge								True
3* Torc		luvdisc	True	False					A	*	5*	093: AttackRangeInWeather							rain	True
3* Cape		luvdisc	True	False					B	*	4*	046: RoyalVeil								True
1* Foam		luvdisc	True	False					C	*	1*	062: FastFriend								True
1* Card		luvdisc	True	False					D	*	2*	059: StatMirror								True
2* Earring		luvdisc	True	False					E	*	3*	055: CloseDodge								True
2* Brooch		luvdisc	False	False					F	*	3*	000: None								True
3* Cape		salamence	True	True					A	*	5*	004: TypeBulldozer	dragon			fairy				True
0* None	Outlast Bow	shelgon	True	True					B	*	4*	054: DistanceDodge								True
1* Fang		bagon	True	True					C	*	1*	019: MasterHurler								True
1* Claw		bagon	True	True					D	*	2*	052: BetterOdds								True
0* None		bagon	True	True					E	*	3*	000: None								True
0* None		shelgon	False	True					F	*	3*	000: None								True
3* Torc		metagross	True	True					A	*	5*	036: WeaknessPayback	fire	flinch						True	
3* Scarf		metang	True	True					B	*	4*	010: AllTerrain								True	
1* Claw		beldum	True	True					C	*	1*	030: SleepWalker								True	
1* Card		beldum	True	True					D	*	2*	061: ErraticDefender								True	
0* None		beldum	True	True					E	*	3*	000: None								True
0* None		metang	False	True					F	*	3*	000: None								True
0* None	Ancient Ring	regigigas	True	False		regi_trio			A	CDB	5*	080: NoStatusInWeather							clear	True												
2* Seal		regigigas	True	False		regi_trio			B	CD	3*	083: Gratitude								True												
2* Coin		regigigas	True	False		regi_trio			C		1*	039: WideAttack								True												
2* Jewel		regigigas	True	False		regi_trio			D		2*	051: BarrageGuard								True												
0* None	Rock Sash	regirock	True	False		regi_trio			E	GHF	5*	036: WeaknessPayback	fighting	sand_tomb						True
2* Shard		regirock	True	False		regi_trio			F	GH	3*	056: FastHealer								True
2* Dust		regirock	True	False		regi_trio			G		1*	015: PracticeSwinger								True
2* Tag		regirock	True	False		regi_trio			H		2*	016: MisfortuneMirror								True
0* None	Ice Sash	regice	True	False		regi_trio			I	KLJ	5*	036: WeaknessPayback	fighting	freeze						True
2* Shard		regice	True	False		regi_trio			J	KL	3*	017: CounterBasher								True
2* Dust		regice	True	False		regi_trio			K		1*	016: MisfortuneMirror								True
2* Tag		regice	True	False		regi_trio			L		2*	009: LavaTerrain								True
0* None	Steel Sash	registeel	True	False		regi_trio			M	OPN	5*	036: WeaknessPayback	fire	flinch						True
2* Shard		registeel	True	False		regi_trio			N	OP	3*	069: GapProber								True
2* Dust		registeel	True	False		regi_trio			O		1*	053: ClutchPerformer								True
2* Tag		registeel	True	False		regi_trio			P		2*	061: ErraticDefender								True
