F###	Family	###	Species	Form	Name	Unimplemented	Encounter	Sprited	Diff	Certified	ExObtain	NeedsPlace
427	buneary	427	buneary	0	Buneary		guildmaster_trail	True	False	True	False	
427	buneary	428	lopunny	0	Lopunny		guildmaster_trail	True	False	True	False	
427	buneary	428	lopunny	1	Mega Lopunny		TEMP	True	False	True	False	
431	glameow	431	glameow	0	Glameow		moonlit_courtyard	True	False	True	False	
431	glameow	432	purugly	0	Purugly		EVOLVE	True	False	True	False	
434	stunky	434	stunky	0	Stunky		sleeping_caldera	True	False	True	False	
434	stunky	435	skuntank	0	Skuntank		EVOLVE	True	False	True	False	
436	bronzor	436	bronzor	0	Bronzor		castaway_cave guildmaster_trail	True	False	True	False	
436	bronzor	437	bronzong	0	Bronzong		guildmaster_trail relic_tower	True	False	True	False	
441	chatot	441	chatot	0	Chatot		flyaway_cliffs guildmaster_trail	True	False	True	False	
442	spiritomb	442	spiritomb	0	Spiritomb		guildmaster_trail	True	False	True	False	
443	gible	443	gible	0	Gible		forsaken_desert	True	False	True	False	
443	gible	444	gabite	0	Gabite		EVOLVE	True	False	True	False	
443	gible	445	garchomp	0	Garchomp		EVOLVE	True	False	True	False	
443	gible	445	garchomp	1	Mega Garchomp		TEMP	False	False	False	False	
447	riolu	447	riolu	0	Riolu		faultline_ridge guildmaster_trail	True	False	True	False	
447	riolu	448	lucario	0	Lucario		guildmaster_trail	True	False	True	False	
447	riolu	448	lucario	1	Mega Lucario		TEMP	False	False	False	False	
449	hippopotas	449	hippopotas	0	Hippopotas		forsaken_desert	True	False	True	False	
449	hippopotas	450	hippowdon	0	Hippowdon		EVOLVE	True	False	True	False	
451	skorupi	451	skorupi	0	Skorupi		forsaken_desert	True	True	True	False	
451	skorupi	452	drapion	0	Drapion		guildmaster_trail secret_garden treacherous_mountain	True	True	True	False	
453	croagunk	453	croagunk	0	Croagunk		sickly_hollow sleeping_caldera	True	False	True	False	
453	croagunk	454	toxicroak	0	Toxicroak		sickly_hollow	True	False	True	False	
455	carnivine	455	carnivine	0	Carnivine		guildmaster_trail	True	False	True	False	
456	finneon	456	finneon	0	Finneon		guildmaster_trail lava_floe_island	True	False	True	False	
456	finneon	457	lumineon	0	Lumineon		guildmaster_trail sickly_hollow	True	False	True	False	
459	snover	459	snover	0	Snover		snowbound_path	True	False	True	False	
459	snover	460	abomasnow	0	Abomasnow		snowbound_path	True	False	True	False	
459	snover	460	abomasnow	1	Mega Abomasnow		TEMP	False	False	False	False	
479	rotom	479	rotom	0	Rotom		guildmaster_trail thunderstruck_pass treacherous_mountain	True	False	True	False	
479	rotom	479	rotom	1	Heat Rotom			False	False	False	False	
479	rotom	479	rotom	2	Wash Rotom			False	False	False	False	
479	rotom	479	rotom	3	Frost Rotom			False	False	False	False	
479	rotom	479	rotom	4	Fan Rotom			False	False	False	False	
479	rotom	479	rotom	5	Mow Rotom			True	False	True	False	
480	uxie	480	uxie	0	Uxie			True	False	True	False	
481	mesprit	481	mesprit	0	Mesprit			True	False	True	False	
482	azelf	482	azelf	0	Azelf			True	False	True	False	
483	dialga	483	dialga	0	Dialga			True	False	True	False	
483	dialga	483	dialga	1	Origin Dialga			True	True	False	False	
484	palkia	484	palkia	0	Palkia			True	True	True	False	
484	palkia	484	palkia	1	Origin Palkia			True	True	False	False	
485	heatran	485	heatran	0	Heatran			True	False	True	True	
486	regigigas	486	regigigas	0	Regigigas			True	True	True	False	
487	giratina	487	giratina	0	Altered Giratina			True	False	True	False	
487	giratina	487	giratina	1	Origin Giratina			True	False	True	False	
488	cresselia	488	cresselia	0	Cresselia			True	False	True	True	
489	phione	489	phione	0	Phione		castaway_cave	True	False	True	False	
490	manaphy	490	manaphy	0	Manaphy			True	True	True	False	
491	darkrai	491	darkrai	0	Darkrai			True	False	True	False	
492	shaymin	492	shaymin	0	Land Shaymin			True	False	True	True	
492	shaymin	492	shaymin	1	Sky Shaymin			True	False	True	True	
493	arceus	493	arceus	0	Normal Arceus			True	False	True	False	
493	arceus	493	arceus	1	Fighting Arceus		TEMP	True	False	True	False	
493	arceus	493	arceus	2	Flying Arceus		TEMP	True	False	True	False	
493	arceus	493	arceus	3	Poison Arceus		TEMP	True	False	True	False	
493	arceus	493	arceus	4	Ground Arceus		TEMP	True	False	True	False	
493	arceus	493	arceus	5	Rock Arceus		TEMP	True	False	True	False	
493	arceus	493	arceus	6	Bug Arceus		TEMP	True	False	True	False	
493	arceus	493	arceus	7	Ghost Arceus		TEMP	True	False	True	False	
493	arceus	493	arceus	8	Steel Arceus		TEMP	True	False	True	False	
493	arceus	493	arceus	9	Fire Arceus		TEMP	True	False	True	False	
493	arceus	493	arceus	10	Water Arceus		TEMP	True	False	True	False	
493	arceus	493	arceus	11	Grass Arceus		TEMP	True	False	True	False	
493	arceus	493	arceus	12	Electric Arceus		TEMP	True	False	True	False	
493	arceus	493	arceus	13	Psychic Arceus		TEMP	True	False	True	False	
493	arceus	493	arceus	14	Ice Arceus		TEMP	True	False	True	False	
493	arceus	493	arceus	15	Dragon Arceus		TEMP	True	False	True	False	
493	arceus	493	arceus	16	Dark Arceus		TEMP	True	False	True	False	
493	arceus	493	arceus	17	Fairy Arceus		TEMP	True	False	True	False	
493	arceus	493	arceus	18	??? Arceus		TEMP	False	False	False	False	
494	victini	494	victini	0	Victini	searing_shot		True	False	True	False	
495	snivy	495	snivy	0	Snivy		overgrown_wilds	True	False	True	False	
495	snivy	496	servine	0	Servine		overgrown_wilds	True	False	True	False	
495	snivy	497	serperior	0	Serperior		EVOLVE	True	False	True	False	
498	tepig	498	tepig	0	Tepig		lava_floe_island	True	False	True	False	
498	tepig	499	pignite	0	Pignite		sleeping_caldera	True	False	True	False	
498	tepig	500	emboar	0	Emboar		sleeping_caldera	True	False	True	False	
501	oshawott	501	oshawott	0	Oshawott		lava_floe_island	True	False	True	False	
501	oshawott	502	dewott	0	Dewott		EVOLVE	True	False	True	False	
501	oshawott	503	samurott	0	Samurott		EVOLVE	True	False	True	False	
501	oshawott	503	samurott	1	Hisuian Samurott	ceaseless_edge		True	True	False	False	
504	patrat	504	patrat	0	Patrat			True	False	True	False	
504	patrat	505	watchog	0	Watchog		depleted_basin	True	False	True	False	
506	lillipup	506	lillipup	0	Lillipup			True	False	True	False	
506	lillipup	507	herdier	0	Herdier			True	False	True	False	
506	lillipup	508	stoutland	0	Stoutland			True	False	True	False	
509	purrloin	509	purrloin	0	Purrloin			True	False	True	False	
509	purrloin	510	liepard	0	Liepard			True	False	True	False	
511	pansage	511	pansage	0	Pansage			False	False	False	False	
511	pansage	512	simisage	0	Simisage			False	False	False	False	
513	pansear	513	pansear	0	Pansear			True	True	True	False	
513	pansear	514	simisear	0	Simisear			False	False	False	False	
515	panpour	515	panpour	0	Panpour			False	False	False	False	
515	panpour	516	simipour	0	Simipour			False	False	False	False	
517	munna	517	munna	0	Munna			True	False	True	False	
517	munna	518	musharna	0	Musharna			True	False	True	False	
519	pidove	519	pidove	0	Pidove			True	False	True	False	
519	pidove	520	tranquill	0	Tranquill			False	False	False	False	
519	pidove	521	unfezant	0	Unfezant			False	False	False	False	
522	blitzle	522	blitzle	0	Blitzle			False	False	False	False	
522	blitzle	523	zebstrika	0	Zebstrika			False	False	False	False	
524	roggenrola	524	roggenrola	0	Roggenrola			True	False	True	False	
524	roggenrola	525	boldore	0	Boldore			False	False	False	False	
524	roggenrola	526	gigalith	0	Gigalith			False	False	False	False	
527	woobat	527	woobat	0	Woobat		castaway_cave sleeping_caldera trickster_woods	True	False	True	False	
527	woobat	528	swoobat	0	Swoobat		sleeping_caldera	True	False	True	False	
529	drilbur	529	drilbur	0	Drilbur			True	True	False	False	
529	drilbur	530	excadrill	0	Excadrill			False	False	False	False	
531	audino	531	audino	0	Audino		ambush_forest bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow thunderstruck_pass treacherous_mountain trickster_woods tropical_path veiled_ridge	True	True	True	False	
531	audino	531	audino	1	Mega Audino		TEMP	False	False	False	False	
532	timburr	532	timburr	0	Timburr			True	False	True	False	
532	timburr	533	gurdurr	0	Gurdurr			False	False	False	False	
532	timburr	534	conkeldurr	0	Conkeldurr			False	False	False	False	
535	tympole	535	tympole	0	Tympole			True	False	True	False	
535	tympole	536	palpitoad	0	Palpitoad			True	False	True	False	
535	tympole	537	seismitoad	0	Seismitoad			True	True	True	False	
538	throh	538	throh	0	Throh			False	False	False	False	
539	sawk	539	sawk	0	Sawk			False	False	False	False	
540	sewaddle	540	sewaddle	0	Sewaddle			True	False	True	False	
540	sewaddle	541	swadloon	0	Swadloon			True	False	True	False	
540	sewaddle	542	leavanny	0	Leavanny		overgrown_wilds	True	False	True	False	
543	venipede	543	venipede	0	Venipede			True	True	False	False	
543	venipede	544	whirlipede	0	Whirlipede			False	False	False	False	
543	venipede	545	scolipede	0	Scolipede			True	True	True	False	
546	cottonee	546	cottonee	0	Cottonee			True	False	True	False	
546	cottonee	547	whimsicott	0	Whimsicott			True	False	False	False	
548	petilil	548	petilil	0	Petilil		faded_trail	True	False	True	False	
548	petilil	549	lilligant	0	Lilligant		EVOLVE	True	False	True	False	
548	petilil	549	lilligant	1	Hisuian Lilligant	victory_dance solar_blade axe_kick		False	False	False	False	
550	basculin	550	basculin	0	Red-Striped Basculin			False	False	False	False	
550	basculin	550	basculin	1	Blue-Striped Basculin			False	False	False	False	
550	basculin	550	basculin	2	White-Striped Basculin	wave_crash		False	False	False	False	
550	basculin	902	basculegion	0	Male Basculegion	wave_crash		False	False	False	False	
550	basculin	902	basculegion	1	Female Basculegion	wave_crash		False	False	False	False	
551	sandile	551	sandile	0	Sandile			True	False	True	False	
551	sandile	552	krokorok	0	Krokorok			True	True	True	False	
551	sandile	553	krookodile	0	Krookodile			True	True	True	False	
554	darumaka	554	darumaka	0	Darumaka			True	False	True	False	
554	darumaka	554	darumaka	1	Galarian Darumaka			True	True	False	False	
554	darumaka	555	darmanitan	0	Standard Darmanitan	zen_mode		False	False	False	False	
554	darumaka	555	darmanitan	1	Zen Darmanitan	zen_mode	TEMP	False	False	False	False	
554	darumaka	555	darmanitan	2	Standard Galarian Darmanitan	gorilla_tactics zen_mode		False	False	False	False	
554	darumaka	555	darmanitan	3	Zen Galarian Darmanitan	gorilla_tactics zen_mode		False	False	False	False	
556	maractus	556	maractus	0	Maractus	spiky_shield		True	False	True	False	
557	dwebble	557	dwebble	0	Dwebble			False	False	False	False	
557	dwebble	558	crustle	0	Crustle			False	False	False	False	
559	scraggy	559	scraggy	0	Scraggy		forsaken_desert	True	True	True	False	
559	scraggy	560	scrafty	0	Scrafty		veiled_ridge	True	False	True	False	
561	sigilyph	561	sigilyph	0	Sigilyph			True	True	False	False	
562	yamask	562	yamask	0	Yamask			True	False	True	False	
562	yamask	562	yamask	1	Galarian Yamask	wandering_spirit		False	False	False	False	
562	yamask	563	cofagrigus	0	Cofagrigus			True	False	True	False	
562	yamask	867	runerigus	0	Runerigus	wandering_spirit		True	True	False	False	
564	tirtouga	564	tirtouga	0	Tirtouga			False	False	False	False	
564	tirtouga	565	carracosta	0	Carracosta			False	False	False	False	
566	archen	566	archen	0	Archen			True	False	True	False	
566	archen	567	archeops	0	Archeops			True	False	True	False	
568	trubbish	568	trubbish	0	Trubbish			True	False	True	False	
568	trubbish	569	garbodor	0	Garbodor			True	True	False	False	
568	trubbish	569	garbodor	1	Gigantamax Garbodor		TEMP	False	False	False	False	
570	zorua	570	zorua	0	Zorua		veiled_ridge	True	False	True	False	
570	zorua	570	zorua	1	Hisuian Zorua			True	False	True	False	
570	zorua	571	zoroark	0	Zoroark		veiled_ridge	True	False	True	False	
570	zorua	571	zoroark	1	Hisuian Zoroark			True	True	True	False	
572	minccino	572	minccino	0	Minccino			True	True	True	False	
572	minccino	573	cinccino	0	Cinccino			False	False	False	False	
574	gothita	574	gothita	0	Gothita			True	False	True	False	
574	gothita	575	gothorita	0	Gothorita		relic_tower	True	False	True	False	
574	gothita	576	gothitelle	0	Gothitelle		relic_tower	True	False	True	False	
577	solosis	577	solosis	0	Solosis			True	True	True	False	
577	solosis	578	duosion	0	Duosion			True	False	True	False	
577	solosis	579	reuniclus	0	Reuniclus			True	False	True	False	
580	ducklett	580	ducklett	0	Ducklett			False	False	False	False	
580	ducklett	581	swanna	0	Swanna			True	True	False	False	
582	vanillite	582	vanillite	0	Vanillite			True	False	True	False	
582	vanillite	583	vanillish	0	Vanillish		snowbound_path	True	False	True	False	
582	vanillite	584	vanilluxe	0	Vanilluxe		EVOLVE	True	True	True	False	
585	deerling	585	deerling	0	Spring Deerling		trickster_woods	True	False	True	False	
585	deerling	585	deerling	1	Summer Deerling		trickster_woods	True	False	True	False	
585	deerling	585	deerling	2	Autumn Deerling		trickster_woods	True	False	True	False	
585	deerling	585	deerling	3	Winter Deerling		trickster_woods	True	False	True	False	
585	deerling	586	sawsbuck	0	Spring Sawsbuck		EVOLVE	True	False	True	False	
585	deerling	586	sawsbuck	1	Summer Sawsbuck			False	False	False	False	
585	deerling	586	sawsbuck	2	Autumn Sawsbuck			False	False	False	False	
585	deerling	586	sawsbuck	3	Winter Sawsbuck			False	False	False	False	
587	emolga	587	emolga	0	Emolga			True	False	True	False	
588	karrablast	588	karrablast	0	Karrablast			False	False	False	False	
588	karrablast	589	escavalier	0	Escavalier			True	False	True	False	
590	foongus	590	foongus	0	Foongus			True	False	True	False	
590	foongus	591	amoonguss	0	Amoonguss			False	False	False	False	
592	frillish	592	frillish	0	Frillish			False	False	False	False	
592	frillish	593	jellicent	0	Jellicent			True	True	False	False	
594	alomomola	594	alomomola	0	Alomomola			False	False	False	False	
595	joltik	595	joltik	0	Joltik			True	False	False	False	
595	joltik	596	galvantula	0	Galvantula			True	False	False	False	
597	ferroseed	597	ferroseed	0	Ferroseed		sleeping_caldera	True	True	True	False	
597	ferroseed	598	ferrothorn	0	Ferrothorn		sleeping_caldera	True	False	True	False	
599	klink	599	klink	0	Klink	gear_grind		False	False	False	False	
599	klink	600	klang	0	Klang	gear_grind		False	False	False	False	
599	klink	601	klinklang	0	Klinklang	gear_grind		False	False	False	False	
602	tynamo	602	tynamo	0	Tynamo			False	False	False	False	
602	tynamo	603	eelektrik	0	Eelektrik			False	False	False	False	
602	tynamo	604	eelektross	0	Eelektross			False	False	False	False	
605	elgyem	605	elgyem	0	Elgyem			True	True	True	False	
605	elgyem	606	beheeyem	0	Beheeyem			True	True	False	False	
607	litwick	607	litwick	0	Litwick			True	False	True	False	
607	litwick	608	lampent	0	Lampent			True	False	True	False	
607	litwick	609	chandelure	0	Chandelure			True	False	True	False	
610	axew	610	axew	0	Axew			True	False	True	False	
610	axew	611	fraxure	0	Fraxure			True	False	True	False	
610	axew	612	haxorus	0	Haxorus			True	True	True	False	
613	cubchoo	613	cubchoo	0	Cubchoo			True	False	True	False	
613	cubchoo	614	beartic	0	Beartic			False	False	False	False	
615	cryogonal	615	cryogonal	0	Cryogonal			True	True	False	False	
616	shelmet	616	shelmet	0	Shelmet			False	False	False	False	
616	shelmet	617	accelgor	0	Accelgor	water_shuriken		False	False	False	False	
618	stunfisk	618	stunfisk	0	Stunfisk			True	True	False	False	
618	stunfisk	618	stunfisk	1	Galarian Stunfisk	mimicry snap_trap		False	False	False	False	
619	mienfoo	619	mienfoo	0	Mienfoo			True	False	True	False	
619	mienfoo	620	mienshao	0	Mienshao			True	False	True	False	
621	druddigon	621	druddigon	0	Druddigon		sleeping_caldera	True	False	True	False	
622	golett	622	golett	0	Golett			True	True	False	False	
622	golett	623	golurk	0	Golurk			True	True	True	False	
624	pawniard	624	pawniard	0	Pawniard		veiled_ridge	True	False	True	False	
624	pawniard	625	bisharp	0	Bisharp		EVOLVE	True	False	True	False	
624	pawniard	983	kingambit	0	Kingambit		EVOLVE	True	False	True	False	
626	bouffalant	626	bouffalant	0	Bouffalant	head_charge		False	False	False	False	
627	rufflet	627	rufflet	0	Rufflet			True	True	False	False	
627	rufflet	628	braviary	0	Braviary			True	False	True	False	
627	rufflet	628	braviary	1	Hisuian Braviary	esper_wing		False	False	False	False	
629	vullaby	629	vullaby	0	Vullaby			False	False	False	False	
629	vullaby	630	mandibuzz	0	Mandibuzz			True	False	True	False	
631	heatmor	631	heatmor	0	Heatmor			True	True	False	False	
632	durant	632	durant	0	Durant			True	True	False	False	
633	deino	633	deino	0	Deino			True	False	True	False	
633	deino	634	zweilous	0	Zweilous			True	False	True	False	
633	deino	635	hydreigon	0	Hydreigon			True	False	True	False	
636	larvesta	636	larvesta	0	Larvesta		relic_tower	True	False	True	False	
636	larvesta	637	volcarona	0	Volcarona		EVOLVE	True	True	True	False	
638	cobalion	638	cobalion	0	Cobalion			True	True	True	False	
639	terrakion	639	terrakion	0	Terrakion			True	True	False	False	
640	virizion	640	virizion	0	Virizion			True	False	True	False	
641	tornadus	641	tornadus	0	Incarnate Tornadus			True	False	True	False	
641	tornadus	641	tornadus	1	Therian Tornadus			False	False	False	False	
642	thundurus	642	thundurus	0	Incarnate Thundurus			True	False	True	False	
642	thundurus	642	thundurus	1	Therian Thundurus			False	False	False	False	
643	reshiram	643	reshiram	0	Reshiram	turboblaze fusion_flare blue_flare		True	False	True	False	
644	zekrom	644	zekrom	0	Zekrom	teravolt fusion_bolt bolt_strike		True	False	True	False	
645	landorus	645	landorus	0	Incarnate Landorus			True	False	True	False	
645	landorus	645	landorus	1	Therian Landorus			False	False	False	False	
646	kyurem	646	kyurem	0	Kyurem			False	False	False	False	
646	kyurem	646	kyurem	1	Black Kyurem	teravolt fusion_bolt freeze_shock		False	False	False	False	
646	kyurem	646	kyurem	2	White Kyurem	turboblaze fusion_flare ice_burn		True	False	True	False	
647	keldeo	647	keldeo	0	Ordinary Keldeo			True	False	True	False	
647	keldeo	647	keldeo	1	Resolute Keldeo			False	False	False	False	
648	meloetta	648	meloetta	0	Aria Meloetta			True	False	True	False	
648	meloetta	648	meloetta	1	Pirouette Meloetta		TEMP	True	False	True	False	
649	genesect	649	genesect	0	Genesect	techno_blast		True	False	True	False	
649	genesect	649	genesect	1	Douse Genesect	techno_blast	TEMP	True	False	True	False	
649	genesect	649	genesect	2	Shock Genesect	techno_blast	TEMP	True	False	True	False	
649	genesect	649	genesect	3	Burn Genesect	techno_blast	TEMP	True	False	True	False	
649	genesect	649	genesect	4	Chill Genesect	techno_blast	TEMP	True	False	True	False	
650	chespin	650	chespin	0	Chespin			True	True	True	False	
650	chespin	651	quilladin	0	Quilladin			True	True	False	False	
650	chespin	652	chesnaught	0	Chesnaught	spiky_shield		False	False	False	False	
653	fennekin	653	fennekin	0	Fennekin		trickster_woods	True	False	True	False	
653	fennekin	654	braixen	0	Braixen		relic_tower	True	False	True	False	
653	fennekin	655	delphox	0	Delphox		relic_tower	True	False	True	False	
656	froakie	656	froakie	0	Froakie			True	False	True	False	
656	froakie	657	frogadier	0	Frogadier			True	True	False	False	
656	froakie	658	greninja	0	Greninja	mat_block water_shuriken		True	False	True	False	
659	bunnelby	659	bunnelby	0	Bunnelby			True	False	True	False	
659	bunnelby	660	diggersby	0	Diggersby			False	False	False	False	
661	fletchling	661	fletchling	0	Fletchling	gale_wings		True	True	True	False	
661	fletchling	662	fletchinder	0	Fletchinder	gale_wings		False	False	False	False	
661	fletchling	663	talonflame	0	Talonflame	gale_wings		False	False	False	False	
664	scatterbug	664	scatterbug	0	Scatterbug			False	False	False	False	
664	scatterbug	665	spewpa	0	Spewpa			False	False	False	False	
664	scatterbug	666	vivillon	0	Meadow Vivillon		depleted_basin	True	False	True	False	
664	scatterbug	666	vivillon	1	Icy Snow Vivillon			True	False	True	False	
664	scatterbug	666	vivillon	2	Polar Vivillon		flyaway_cliffs	True	False	True	False	
664	scatterbug	666	vivillon	3	Tundra Vivillon			True	False	True	False	
664	scatterbug	666	vivillon	4	Continental Vivillon			True	False	True	False	
664	scatterbug	666	vivillon	5	Garden Vivillon			True	False	True	False	
664	scatterbug	666	vivillon	6	Elegant Vivillon			True	False	True	False	
664	scatterbug	666	vivillon	7	Modern Vivillon			False	False	False	False	
664	scatterbug	666	vivillon	8	Marine Vivillon			False	False	False	False	
664	scatterbug	666	vivillon	9	Archipelago Vivillon			True	False	True	False	
664	scatterbug	666	vivillon	10	High Plains Vivillon			True	True	False	False	
664	scatterbug	666	vivillon	11	Sandstorm Vivillon			False	False	False	False	
664	scatterbug	666	vivillon	12	River Vivillon			False	False	False	False	
664	scatterbug	666	vivillon	13	Monsoon Vivillon			False	False	False	False	
664	scatterbug	666	vivillon	14	Savanna Vivillon			False	False	False	False	
664	scatterbug	666	vivillon	15	Sun Vivillon			False	False	False	False	
664	scatterbug	666	vivillon	16	Ocean Vivillon			False	False	False	False	
664	scatterbug	666	vivillon	17	Jungle Vivillon			False	False	False	False	
664	scatterbug	666	vivillon	18	Fancy Vivillon			False	False	False	False	
664	scatterbug	666	vivillon	19	Poké Ball Vivillon			False	False	False	False	
667	litleo	667	litleo	0	Litleo			True	False	True	False	
667	litleo	668	pyroar	0	Pyroar			False	True	False	False	
669	flabebe	669	flabebe	0	Red Flabébé		moonlit_courtyard overgrown_wilds	True	False	True	False	
669	flabebe	669	flabebe	1	Yellow Flabébé		moonlit_courtyard	True	False	True	False	
669	flabebe	669	flabebe	2	Orange Flabébé		moonlit_courtyard	True	False	True	False	
669	flabebe	669	flabebe	3	Blue Flabébé		moonlit_courtyard	True	False	True	False	
669	flabebe	669	flabebe	4	White Flabébé		moonlit_courtyard	True	False	True	False	
669	flabebe	670	floette	0	Red Floette		moonlit_courtyard	True	True	True	False	
669	flabebe	670	floette	1	Yellow Floette		moonlit_courtyard	True	True	True	False	
669	flabebe	670	floette	2	Orange Floette		moonlit_courtyard	True	True	True	False	
669	flabebe	670	floette	3	Blue Floette		moonlit_courtyard	True	True	True	False	
669	flabebe	670	floette	4	White Floette		moonlit_courtyard	True	True	True	False	
669	flabebe	670	floette	5	Eternal Floette		EVOLVE	True	False	True	False	
669	flabebe	671	florges	0	Red Florges		EVOLVE	True	False	True	False	
669	flabebe	671	florges	1	Yellow Florges		EVOLVE	True	False	True	False	
669	flabebe	671	florges	2	Orange Florges		EVOLVE	True	False	True	False	
669	flabebe	671	florges	3	Blue Florges		EVOLVE	True	False	True	False	
669	flabebe	671	florges	4	White Florges		EVOLVE	True	False	True	False	
672	skiddo	672	skiddo	0	Skiddo			True	False	True	False	
672	skiddo	673	gogoat	0	Gogoat			False	False	False	False	
674	pancham	674	pancham	0	Pancham			False	False	False	False	
674	pancham	675	pangoro	0	Pangoro			False	False	False	False	
676	furfrou	676	furfrou	0	Natural Furfrou			True	False	True	False	
676	furfrou	676	furfrou	1	Heart Furfrou			False	False	False	False	
676	furfrou	676	furfrou	2	Star Furfrou			False	False	False	False	
676	furfrou	676	furfrou	3	Diamond Furfrou			False	False	False	False	
676	furfrou	676	furfrou	4	Debutante Furfrou			False	False	False	False	
676	furfrou	676	furfrou	5	Matron Furfrou			False	False	False	False	
676	furfrou	676	furfrou	6	Dandy Furfrou			False	False	False	False	
676	furfrou	676	furfrou	7	La Reine Furfrou			False	False	False	False	
676	furfrou	676	furfrou	8	Kabuki Furfrou			True	False	True	False	
676	furfrou	676	furfrou	9	Pharaoh Furfrou			False	False	False	False	
677	espurr	677	espurr	0	Espurr			True	False	True	False	
677	espurr	678	meowstic	0	Male Meowstic		relic_tower	True	False	True	False	
677	espurr	678	meowstic	1	Female Meowstic		relic_tower	True	False	True	False	
679	honedge	679	honedge	0	Honedge		castaway_cave	True	True	True	False	
679	honedge	680	doublade	0	Doublade		EVOLVE	True	False	True	False	
679	honedge	681	aegislash	0	Shield Aegislash		EVOLVE	True	False	True	False	
679	honedge	681	aegislash	1	Blade Aegislash		TEMP	True	False	True	False	
682	spritzee	682	spritzee	0	Spritzee			True	False	True	False	
682	spritzee	683	aromatisse	0	Aromatisse			False	False	False	False	
684	swirlix	684	swirlix	0	Swirlix			True	True	True	False	
684	swirlix	685	slurpuff	0	Slurpuff			True	True	False	False	
686	inkay	686	inkay	0	Inkay	topsy_turvy		False	False	False	False	
686	inkay	687	malamar	0	Malamar	topsy_turvy		False	False	False	False	
688	binacle	688	binacle	0	Binacle			True	True	True	False	
688	binacle	689	barbaracle	0	Barbaracle			True	True	True	False	
690	skrelp	690	skrelp	0	Skrelp			False	False	False	False	
690	skrelp	691	dragalge	0	Dragalge			True	False	True	False	
692	clauncher	692	clauncher	0	Clauncher			True	False	True	False	
692	clauncher	693	clawitzer	0	Clawitzer			True	False	True	False	
694	helioptile	694	helioptile	0	Helioptile	parabolic_charge electrify		True	False	True	False	
694	helioptile	695	heliolisk	0	Heliolisk	electrify parabolic_charge		True	False	True	False	
696	tyrunt	696	tyrunt	0	Tyrunt			True	True	False	False	
696	tyrunt	697	tyrantrum	0	Tyrantrum			True	True	False	False	
698	amaura	698	amaura	0	Amaura		bramble_woods copper_quarry depleted_basin faded_trail faultline_ridge fertile_valley flyaway_cliffs lava_floe_island moonlit_courtyard overgrown_wilds relic_tower sickly_hollow snowbound_path thunderstruck_pass trickster_woods tropical_path veiled_ridge	True	False	True	False	
698	amaura	699	aurorus	0	Aurorus		EVOLVE	True	False	True	False	
701	hawlucha	701	hawlucha	0	Hawlucha	flying_press		True	True	False	False	
702	dedenne	702	dedenne	0	Dedenne	parabolic_charge		False	False	False	False	
703	carbink	703	carbink	0	Carbink		copper_quarry	True	False	True	False	
704	goomy	704	goomy	0	Goomy			True	False	True	False	
704	goomy	705	sliggoo	0	Sliggoo			True	False	True	False	
704	goomy	705	sliggoo	1	Hisuian Sliggoo	shelter		True	False	True	False	
704	goomy	706	goodra	0	Goodra			True	False	True	False	
704	goomy	706	goodra	1	Hisuian Goodra	tearful_look shelter		True	False	True	False	
707	klefki	707	klefki	0	Klefki		sleeping_caldera	True	False	True	False	
708	phantump	708	phantump	0	Phantump			True	False	True	False	
708	phantump	709	trevenant	0	Trevenant			True	False	True	False	
710	pumpkaboo	710	pumpkaboo	0	Average Pumpkaboo			True	False	True	False	
710	pumpkaboo	710	pumpkaboo	1	Small Pumpkaboo			True	False	True	False	
710	pumpkaboo	710	pumpkaboo	2	Large Pumpkaboo			True	False	True	False	
710	pumpkaboo	710	pumpkaboo	3	Super Pumpkaboo			True	False	True	False	
710	pumpkaboo	711	gourgeist	0	Average Gourgeist			True	True	True	False	
710	pumpkaboo	711	gourgeist	1	Small Gourgeist			False	False	False	False	
710	pumpkaboo	711	gourgeist	2	Large Gourgeist			False	False	False	False	
710	pumpkaboo	711	gourgeist	3	Super Gourgeist			False	False	False	False	
712	bergmite	712	bergmite	0	Bergmite			False	False	False	False	
712	bergmite	713	avalugg	0	Avalugg			False	False	False	False	
712	bergmite	713	avalugg	1	Hisuian Avalugg	mountain_gale		False	False	False	False	
714	noibat	714	noibat	0	Noibat		sleeping_caldera	True	False	True	False	
714	noibat	715	noivern	0	Noivern		EVOLVE	True	False	True	False	
716	xerneas	716	xerneas	0	Neutral Xerneas	geomancy		True	False	True	False	
716	xerneas	716	xerneas	1	Active Xerneas	geomancy	TEMP	False	False	False	False	
717	yveltal	717	yveltal	0	Yveltal	oblivion_wing		True	False	True	False	
718	zygarde	718	zygarde	0	Zygarde	aura_break lands_wrath		True	True	False	False	
718	zygarde	718	zygarde	1	10% Zygarde	power_construct lands_wrath		False	False	False	False	
718	zygarde	718	zygarde	2	50% Zygarde	power_construct lands_wrath	TEMP	True	False	True	False	
718	zygarde	718	zygarde	3	Complete Zygarde	power_construct lands_wrath	TEMP	False	False	False	False	
718	zygarde	718	zygarde	4	10% Zygarde	aura_break lands_wrath	TEMP	False	False	False	False	
719	diancie	719	diancie	0	Diancie	diamond_storm		True	False	True	False	
