Key		EN	DE	IT	JA	JA-JP	ZH-HANS	FR	ES	PT
0000-paralyze-0001|data.Desc		The Pokémon is paralyzed and cannot move in consecutive turns. This status wears off after a few turns.	Das Pokémon ist paralysiert und kann nicht in aufeinanderfolgenden Zügen angreifen. Dieser Status lässt nach einigen Zügen nach.	Il Pokémon è paralizzato e non può muoversi nei turni successivi. Questo stato svanisce dopo un po' di turni.			这只宝可梦处于麻痹状态，在接下来的几回合内难以行动。该状态在几回合后解除。		El Pokémon está paralizado y no puede atacar en los siguientes turnos. Este estado desaparece tras unos turnos.	
0000-paused-0000|data.Name		Paused	Erschöpft	Fatica			观望	Fatigué		
0000-paused-0001|data.Desc		The Pokémon is rendered incapable of taking any action. This status wears off after a few turns.	Das Pokémon ist unfähig jegliche Aktionen auszuführen. Dieser Status lasst nach einigen Zügen nach.	Il Pokémon non è in grado di compiere alcuna azione. Questo stato svanisce dopo un poì di turni.			这只宝可梦无法做任何事情。该状态在几回合后解除。	Le Pokémon est fatigué et ne peut réaliser aucune action. Ce statut disparaît après quelques tours.		
0000-perish_song-0000|data.Name		Perish Count	Abgesang Zähler	Ultimoconto			灭亡之歌计数	Compteur Requiem		
0000-perish_song-0001|data.Desc		The Pokémon has a Perish Count that drops each time it hears Perish Song. It will faint when it drops to 0.	Das Pokémon hat einen Abgesang-Zähler. Der Zähler sinkt jedes mal, wenn das Pokémon den Abgesang hört und es wird besiegt, sobald der Zähler null erreicht.	Il Pokémon ha un Ultimoconto che scende ogni volta che ascolta Ultimocanto. Andrà KO quando Ultimoconto scenderà a 0.			这只宝可梦每次听到灭亡之歌后，计数都会下降。计数降到0时宝可梦会倒下。	Le Pokémon a un Compteur Requiem qui decompte à chaque fois qu'il entend Requiem. Il sera KO s'il tombe à 0.		
0000-petal_dance-0000|data.Name		Petal Dance	Blättertanz	Petalodanza			花瓣舞	Danse-Fleur	Danza Pétalo	
0000-petal_dance-0001|data.Desc		The Pokémon will use Petal Dance repeatedly until the status wears off. This status wears off after a few turns, leaving the Pokémon confused from fatigue.	Das Pokémon wird Blättertanz wiederholt einsetzen bis der Status nachlässt. Dieser Status lässt nach einigen Zügen nach, wodurch das Pokémon durch Erschöpfung verwirrt wird.	Il Pokémon utilizza Petalodanza ripetutamente fino a quando lo stato non svanisce. Questo stato svanisce dopo un po' di turni, lasciando il Pokémon confuso dalla fatica.			这只宝可梦将持续使出花瓣舞直到状态解除。该状态在几回合后解除，并且解除后这只宝可梦将因为疲劳而陷入混乱。	Le Pokémon utilise Danse-Fleur en continu jusqu'à ce que le statut disparaisse. Ce statut disparaît après plusieurs tours, laissant le Pokémon confus de fatigué.	El Pokémon usará Danza Pétalo repetidamente hasta que el estado desaparezca. Este estado desaparece tras unos turnos, dejando al Pokémon confundido de la fatiga.	
0000-phantom_force-0000|data.Name		Phantom Force	Phantomkraft	Spettrotuffo			潜灵奇袭	Hantise	Golpe Fantasma	
0000-phantom_force-0001|data.Desc		The Pokémon vanished completely and can avoid moves and obstacles. It will reappear in a few turns, or when it chooses to attack.	Das Pokémon verschwindet ganz und kann dadurch den meisten Attacken und Hindernissen ausweichen. Es erscheint entweder in einigen Zügen wieder oder wenn es sich entscheidet anzugreifen.	Il Pokémon sparisce completamente ed evita la maggior parte delle mosse e degli ostacoli. Riappare dopo un po' di turni o quando sceglie di attaccare.			这只宝可梦完全消失了，可以躲避大多数招式和障碍。在几回合后或主动选择攻击后重新出现。	Le Pokémon disparaît complètement et peut éviter les attaques et les obstacles. Il réapparaît après plusieurs tours ou lorqu'il choisit d'attaquer.	El Pokémon desapareció completamente y puede esquivar movimientos y obstáculos. Reaparecerá en unos turnos, o cuando decida atacar.	
0000-pierce-0000|data.Name		Pierce	Durchdringend	Perforazione			贯穿	Perceur	Perforador	
0000-pierce-0001|data.Desc		The Pokémon's attacks and items can hit through multiple targets and walls.	Die Attacken und Items des Pokémon können durch mehrere Ziele und Wände hindurch treffen.	Gli attacchi e gli strumenti del Pokémon possono colpire più bersagli e attraversare i muri.			这只宝可梦的攻击和道具可以穿透多个目标和墙壁。		Los ataques y objetos del Pokémon puede golpear a través de múltiple objetivos y paredes.	
0000-poison-0000|data.Name		Poisoned	Vergiftet	Avvelenamento			中毒	Empoisonné	Envenenado	Envenenado
0000-poison-0001|data.Desc		The Pokémon takes damage on every action, and its ability to recover HP is reduced. This status wears off after a few turns.	Das Pokémon nimmt nach jeder Aktion Schaden und hat eine schwächere natürliche KP-Regeneration. Dieser Status lässt nach einigen Zügen nach.	Il Pokémon subisce danno ad ogni sua azione e il recupero dei PS è limitato. Questo stato svanisce dopo un po' di turni.			这只宝可梦每次行动都会受到伤害，且回复HP的能力也会降低。该状态在几回合后解除。			
0000-poison_toxic-0000|data.Name		Badly Poisoned	Schwer vergiftet	Avvelenamento Grave			剧毒	Gravement Empoisonné	Gravemente envenenado	Gravemente Envenenado
0000-poison_toxic-0001|data.Desc		The Pokémon takes damage on every action, with the damage worsening if it attacks. Its ability to recover HP is also reduced. This status wears off after a few turns.	Das Pokémon nimmt nach jeder Aktion Schaden, welcher bei Angriffen stärker wird. Es hat eine schwächere natürliche KP-Regeneration. Dieser Status lässt nach einigen Zügen nach.	Il Pokémon subisce danno ad ogni sua azione e questo peggiora di turno in turno nel caso in cui attacchi. Il recupero dei PS è limitato. Questo stato svanisce dopo un po' di turni. 			这只宝可梦每次行动都会受到伤害，如果攻击，毒素会恶化，回复HP的能力也会降低。该状态在几回合后解除。			
0000-powder-0000|data.Name		Powder	Puder	Pulviscoppio			粉尘		Polvo Explosivo	
0000-powder-0001|data.Desc		The Pokémon is covered in a powder that causes an explosion when exposed to fire or electricity.	Das Pokémon ist von Puder bedeckt, welches Explosionen verursachen kann, wenn es Feuer oder Elektrizität ausgesetzt wird.	Il Pokémon è coperto da una polvere che causa un'esplosione quando esposta a fuoco o elettricità.			这只宝可梦被一种粉尘所覆盖，当暴露在火或电中就会引发爆炸。		El Pokémon está cubierto de un polvo que causa una explosión cuando está expuesto a fuego o a electricidad.	
0000-power_charged-0000|data.Name		Power-Charged	Energiegeladen	Sovraccarica			力量充盈	Surchargé		
0000-power_charged-0001|data.Desc		The Pokémon is able to use moves without charging or recharging, and its PP is prevented from dropping. This status wears off after many turns have passed.	Das Pokémon ist nun in der Lage Attacken, ohne Aufladen oder anschließende Aussetzer, direkt in einer Runde zu nutzen. Des Weiteren können die AP des Pokémon nicht fallen. Dieser Status lässt nach einigen Zügen nach.	Il Pokémon è in grado di utilizzare mosse senza dover caricare o ricaricare. Inoltre, i suoi PP non diminuiscono. Questo stato svanisce dopo diversi turni.			这只宝可梦可以直接使出需要蓄力的招式，也可以阻止PP被减少。该状态在大量回合后解除。			
0000-protect-0000|data.Name		Protect	Schutzschild	Protezione			守住	Abri	Protección	
0000-protect-0001|data.Desc		The Pokémon is protected from all moves. This status wears off after a few turns, or if the Pokémon attacks.	Das Pokémon ist gegen alle Attacken geschützt. Dieser Status lässt nach ein paar Runden nach, oder wenn das Pokémon angreift.	Il Pokémon è protetto da tutte le mosse. Questo stato svanisce dopo un po' di turni o quando sceglie di attaccare.			这只宝可梦受到了保护，不会受到招式影响。该状态在几回合后，或在发动攻击后解除。			
0000-quick_guard-0000|data.Name		Quick Guard	Rapidschutz	Anticipo			快速防守	Prévention	Anticipo	
0000-quick_guard-0001|data.Desc		The Pokémon is protected from moves that have a long range. This status wears off after a few turns.	Das Pokémon ist gegen Attacken mit großer Reichweite geschützt. Dieser Status lässt nach einigen Zügen nach.	Il Pokémon è protetto da tutte le mosse a lungo raggio. Questo stato svanisce dopo un po' di turni.			这只宝可梦受到了保护，不会受到远程攻击的伤害。该状态在几回合后解除。	Le Pokémon est protégé des attaques à longue distance. Ce statut disparaît après quelques tours.	El Pokémon está protegido de movimientos con largo alcance. Este estado desaparece tras unos turnos. 	
0000-rage_powder-0000|data.Name		Rage Powder	Wutpulver	Polverabbia			愤怒粉	Poudre Fureur	Polvo Ira	
0000-rage_powder-0001|data.Desc		The Pokémon is enraged by the enemy and cannot target anyone else with any moves or items. This status wears off after a few turns.	Das Pokémon wurde wütend auf den Gegner und es kann kein anderes Ziel als ihn für Attacken und Items auswählen. Dieser Status lässt nach einigen Zügen nach.	Il Pokémon è infuriato dal nemico e non può prendere di mira altri bersagli con mosse o strumenti. Questo stato svanisce dopo un po' di turni.			这只宝可梦被对手激怒了，无法对着对手使用招式或道具。该状态几回合后解除。	Le Pokémon est enragé par l'ennemi et ne peut pas attaquer quelqu'un d'autre avec un objet ou une capacité. Ce statut disparaît après quelque tours.	El Pokémon está furioso con el enemigo y no puede atacar a otros objetivos con movimientos u objetos. Este estado desaparece tras unos turnos.	
0000-recruit_boost-0000|data.Name		Recruit Boost	Rekrutierboost	Reclutatore			招募提升	Recruteur		
0000-recruit_boost-0001|data.Desc		The Pokémon's chances of recruiting other members is temporarily increased.	Die Chancen auf eine erfolgreiche Rekrutierung anderer Mitglieder sind für dieses Pokémon erhöht.	Le probabilità di reclutare un Pokémon è temporaneamente aumentata.			这只宝可梦招募其他成员的机会暂时提高了。	Le Pokémon à temporairement plus de chances de recuter d'autres membres.		
0000-reflect-0000|data.Name		Reflect	Reflektor	Riflesso			反射壁	Protection	Reflejo	
0000-reflect-0001|data.Desc		The Pokémon takes half damage from physical attacks. This status wears off after a few turns.	Das Pokémon erhält nur noch halben Schaden von physischen Attacken. Dieser Status lässt nach einigen Zügen nach.	Il danno subito dagli attachi fisici è dimezzato. Questo stato svanisce dopo un po' di turni.			这只宝可梦受到的物理攻击会减半。该状态在几回合后解除。	Le Pokemon subit la moitié des dégâts des attaques physiques. Ce statut disparaît après quelque tours.	El Pokémon recibe la mitad del daño de los ataques Físicos. Este estado desaparece tras unos turnos.	
0000-regeneration-0000|data.Name		Regeneration	Regeneration	Rigenerazione			再生	Régénération	Regeneración	
0000-regeneration-0001|data.Desc		The Pokémon gradually regains HP each turn. This status wears off after a few turns.	Das Pokemon regeneriert jeden Zug zusätzliche KP. Dieser Statuseffekt endet nach ein paar Zügen.	Il Pokémon ripristina i PS un po' alla volta ad ogni turno. Questo stato svanisce dopo un po' di turni.			这只宝可梦每回合逐渐回复HP。该状态在几回合后解除。	Le Pokémon récupère des PV à chaque tour. Ce statut disparaît après quelque tours.	El Pokémon recupera gradualmente PS cada turno. Este estado desaparece tras unos turnos.	
0000-retaliate-0000|data.Name		Retaliate	Heimzahlung	Nemesi			报仇	Vengeance	Represalia	
0000-retaliate-0001|data.Desc		The Pokémon is ready to retaliate, unleashing the move whenever a nearby foe attacks an ally. This status wears off after a few turns.	Das Pokémon macht sich für eine Heimzahlung bereit, wodurch es Gegner immer dann angreift, wenn Verbündete von nahen Gegnern angegriffen werden. Dieser Status lässt nach einigen Zügen nach.	Il Pokémon è pronto a reagire sferrando una mossa ogni volta che un nemico attacca un alleato. Questo stato svanisce dopo un po'.			这只宝可梦正在准备报仇，当附近的对手攻击队友后就会发动招式。该状态在几回合后解除。	Le Pokémon est prêt à se venger et libère l'attaque dès qu'un ennemi attaque un allié. Ce statut disparaît après quelques tours.	El Pokémon está listo para responder, desatando el movimiento cuando un enemigo cercano ataca a un aliado. Este estado desaparece tras unos turnos.	
0000-roosting-0000|data.Name		Roosting	Ruheort	Trespolo			羽栖	Atterrissage		
0000-roosting-0001|data.Desc		The Pokémon is roosting, eliminating its Flying-type matchups. This status wears off when the Pokémon moves.	Das Pokémon lässt sich nieder, wodurch es seinen Flug-Typ verliert. Dieser Status lässt nach, sobald sich das Pokémon bewegt.	Il Pokémon si appollaia eliminando il suo tipo Volante. Questo stato svanisce quando il Pokémon si muove.			这只宝可梦正在羽栖，失去了飞行属性的克制关系。该状态在移动后解除。	Le Pokémon atterrit, ce qui élimine ses faiblesses lié au type Vol. Ce statut disparaît quand le Pokémon bouge.		
0000-safeguard-0000|data.Name		Safeguard	Bodyguard	Salvaguardia			神秘守护	Rune Protect	Velo Sagrado	
0000-safeguard-0001|data.Desc		The Pokémon is protected from bad status effects with a veil. This status wears off after many turns have passed.	Das Pokémon schützt sich mit einem Schleier gegen Statusprobleme. Dieser Status lässt erst nach vielen Zügen nach.	Il Pokémon è coperto da un velo che lo protegge dai problemi di stato negativi. Questo stato svanisce dopo diversi turni.			这只宝可梦正在被保护，不会陷入异常状态。该状态在大量回合后解除。	Le Pokémon est protègé des mauvais effets de statut par un voile. Ce statut disparaît après plusieurs tours.	El Pokémon está protegido de los cambios de estado negativos con un velo. Este estado desaparece tras pasar unos turnos.	
0000-salt_cure-0000|data.Name		Salt Cure								
0000-salt_cure-0001|data.Desc		The Pokémon takes gradual damage from the salt cure. This status wears off after a few turns.								
0000-sand_tomb-0000|data.Name		Sand Tomb	Sandgrab	Sabbiotomba			流沙地狱	Tourbi-Sable	Bucle Arena	
0000-sand_tomb-0001|data.Desc		The Pokémon is trapped in quicksand, taking gradual damage and preventing it from moving. This status wears off after a few turns.	Das Pokémon ist in Treibsand gefangen, wodurch es stetig Schaden erhält und jegliche Bewegungen von ihm verhindert werden. Dieser Status lässt nach einigen Zügen nach.	Il Pokémon è intrappolato nelle sabbie mobili dove subisce danni un po' alla volta e non è in grado di muoversi. Questo stato svanisce dopo un po' di turni.			这只宝可梦被困在了流沙中，每回合都会受到少量伤害并且无法移动。该状态在几回合后解除。	Le Pokémon est piégé dans un tourbillon de sable, il est immobilisé et prend régulièrement des dégâts. Ce statut disparaît après quelques tours.	El Pokémon es atrapado en arena movedizas, recibiendo daño gradual e impidiendo moverse. Este estado desaparece tras unos turnos.	
0000-shadow_force-0000|data.Name		Shadow Force	Schemenkraft	Oscurotuffo			暗影奇袭	Revenant	Golpe Umbrío	
0000-shadow_force-0001|data.Desc		The Pokémon vanished completely and can avoid moves and obstacles. Its Movement Speed is also boosted. It will reappear in a few turns, or when it chooses to attack.	Das Pokémon verschwindet ganz und kann dadurch den meisten Attacken und Hindernissen ausweichen. Außerdem erhöht sich die Bewegungsgeschwindigkeit des Pokémons. Es erscheint entweder in einigen Zügen wieder oder wenn es sich entscheidet anzugreifen.	Il Pokémon sparisce completamente ed evita la maggior parte delle mosse e degli ostacoli. Inoltre, la sua velocità di movimento è aumentata. Riappare dopo un po' di turni o quando sceglie di attaccare.			这只宝可梦完全消失了，可以躲避大多数招式和障碍。它的移动速度也会增加。在几回合后或主动选择攻击后重新出现。	Le Pokémon disparaît complètement et peut éviter les attaques et les obstacles. De plus sa Vitesse de Mouvement est boostée. Il réapparaît après plusieurs tours ou lorqu'il choisit d'attaquer.	El Pokémon desapareció completamente y puede esquivar movimientos y obstáculos. Su Velocidad de Movimiento también aumenta. Reaparecerá en unos turnos, o cuando decida atacar.	
0000-shopkeeper-0000|data.Name		Shopkeeper	Ladenbesitzer	Commerciante			店主			
0000-shopkeeper-0001|data.Desc										
0000-sky_drop_target-0000|data.Name		Sky Drop	Freier Fall	Cadutalibera			自由落体			
0000-sky_drop_target-0001|data.Desc		The Pokémon is being held in the sky and is rendered incapable of any action. Most moves will miss the Pokémon during this time.	Das Pokémon wird im Himmel festgehalten und kann keine Aktionen ausführen. Es kann momentan von den meisten Attacken nicht getroffen werden.	Il Pokémon è trattenuto in cielo e impossibilitato di qualsiasi azione. La maggior parte delle mosse mancherà il bersaglio durante questo periodo.			这只宝可梦被带到了空中，无法进行任何行动。在这段时间内，大多数招式都无法命中。			
0000-sky_drop_user-0000|data.Name		Sky Drop	Freier Fall	Cadutalibera			自由落体			
0000-sky_drop_user-0001|data.Desc		The Pokémon is holding its target in the sky and can avoid most moves. It will drop back down on the next turn.	Das Pokémon hält momentan ein Ziel im Himmel fest und kann momentan von den meisten Attacken nicht getroffen werden. In der nächsten Runde wird es landen.	Il Pokémon tiene il suo bersaglio in cielo e può evitare la maggior parte delle mosse. Torna a terra il turno successivo.			这只宝可梦将目标带上了天空，可以避开大部分的招式。下回合将会落回地面。			
0000-sleep-0000|data.Name		Asleep	Schlafend	Sonno			睡眠	Endormi	Dormido	Adormecido
0000-sleep-0001|data.Desc		The Pokémon is asleep and incapable of any action until it wakes up. This status wears off after a few turns, or if the Pokémon is attacked.	Das Pokémon schläft und kann bis es aufwacht keine Aktionen ausführen. Dieser Status lässt entweder nach einigen Zügen nach oder wenn das Pokémon angegriffen wurde.	Il Pokémon è addormentato e non è in grado di compiere qualsiasi azione fino a quando non si sveglia. Questo stato dura un po' di turni o se il Pokémon viene attaccato.			这只宝可梦处于睡眠状态，在醒来之前什么也做不了。该状态在几个回合后或受到攻击后解除。	Le Pokémon est endormi et incapable d'effectuer la moindre action jusqu'à son réveil. Ce statut disparaît après quelques tours ou si le Pokémon est attaqué.	El Pokémon está dormido e incapaz de realizar ninguna acción hasta que se despierte. Este estado desaparece después de unos turnos, o si el Pokémon es atacado. 	O Pokémon está adormecido e incapaz de realizar qualquer ação até acordar. Esse efeito desaparece depois de alguns turnos, ou se o Pokémon for atacado.
0000-sleepless-0000|data.Name		Sleepless	Schlaflos	Veglia			不眠	Insomniaque	Desvelado	
0000-sleepless-0001|data.Desc		The Pokémon is prevented from becoming drowsy or sleeping. This status wears off after many turns have passed.	Das Pokémon kann nicht schläfrig werden bzw. schlafen. Dieser Status lässt erst nach vielen Zügen nach.	Il Pokémon evita la sonnolenza o di essere addormentato. Questo stato dura diversi turni.			这只宝可梦不会打瞌睡或睡着。该状态在大量回合后解除。	Le Pokémon ne peut pas s'endormir ou devenir somnolent. Ce statut disparaît après plusieurs tours.	El Pokémon es incapaz de quedarse somnoliento o dormir. Este estado desaparece tras pasar unos turnos.	
0000-slip-0000|data.Name		Slip	Schwimmfähig	Nuoto			水面	Amphibie		
0000-slip-0001|data.Desc		The Pokémon is given the ability to traverse water.	Das Pokémon erlangt die Fähigkeit durch Wasser zu schwimmen.	Il Pokémon è in grado di nuotare.			这只宝可梦能够在水面游行。	Le Pokémon peut marcher sur l'eau.		
0000-snatch-0000|data.Name		Snatch	Schnapper	Scippo			抢夺	Saisie		
0000-snatch-0001|data.Desc		The Pokémon is ready to snatch status moves that anyone else uses on themselves. This status wears off after a few turns.					这只宝可梦正在准备抢夺对手对自己使用的能力变化效果。该状态在几回合后解除。			
0000-stat_charged-0000|data.Name		Stat-Charged	Statuswert-Schutz	Sovrastatico			能力保护			
0000-stat_charged-0001|data.Desc		The Pokémon is protected from all stat changes, including its own.	Das Pokémon ist gegen jegliche Statuswertsenkungen geschützt. Eigene Statuswertsenkungen sind somit auch eingeschlossen.	Il Pokémon è protetto da tutti i cambiamenti alle statistiche, incluse quelle che utilizza su se stesso.			这只宝可梦受到了保护，能力不会被改变，包括它自己的变化招式。			
0000-status_protection-0000|data.Name		Status Protection	Statusschutz	Proteggistato			状态保护	Protection Statut		
0000-status_protection-0001|data.Desc		The Pokémon is protected from a certain status effect. This status wears off after many turns have passed.	Das Pokémon ist gegen einen bestimmten Statuseffekt geschützt. Dieser Status lässt nach vielen Zügen nach.	Il Pokémon è protetto dall'effetto di alcuni problemi di stato. Questo stato svanisce dopo diversi turni.			这只宝可梦受到了保护，不受某种状态影响。该状态在大量回合后解除。	Le Pokémon est protégé de certains statuts. Ce statut disparaît après plusieurs tours.		
0000-stockpile-0000|data.Name		Stockpile	Horter	Accumulo			蓄力	Stockage	Reserva	
0000-stockpile-0001|data.Desc		The Pokémon has stockpiled energy, to use in the moves Swallow or Spit Up. It also increases its Defense and Special Defense. This status wears off after many turns have passed.	Das Pokémon hortet Energie, um Attacken wie Entfessler und Verzehrer nutzen zu können. Des Weiteren erhöht es seine Verteidigung und Spezial Verteidigung. Dieser Status lässt nach vielen Zügen nach.	Il Pokémon accumula energia per utilizzarla successivamente in Introenergia o Sfoghenergia. Aumenta anche la Difesa e la Difesa Speciale. Questo stato svanisce dopo diversi turni.			这只宝可梦储存了能量，用于招式吞下或喷出，且防御和特防也会提升。该状态在大量回合后解除。	Le Pokémon stocke de l'énergie pour les capacités Avale et Relâche. Améliore aussi la Défense et la Défense Spéciale. Ce statut disparaît après plusieurs tours.	El Pokémon ha acumulado energia, para usarlo en los movimientos Tragar o Escupir. También aumenta su Defensa y Defensa Especial. Este estado desaparece tras pasar unos turnos.	
0000-super_mobile-0000|data.Name		Super Mobile	Supermobil	Super Mobilità			畅通	Passmuraille		
0000-super_mobile-0001|data.Desc		The Pokémon is given the ability to traverse walls.	Das Pokémon erlangt die Fähigkeit Wände zu durchqueren.	Il Pokémon può attraversare i muri.			这只宝可梦能够穿越墙壁。	Le Pokémon peut traverser les murs.		
0000-sure_shot-0000|data.Name		Sure Shot	Scharfschuss	Belcolpo			必中	Coup Sûr		
0000-sure_shot-0001|data.Desc		The Pokémon's attacks cannot miss. This status wears off after many turns have passed.	Die Attacken des Pokémon können nicht verfehlen. Dieser Status lässt nach vielen Zügen nach.	Gli attacchi del Pokémon vanno sempre a segno. Questo stato svanisce dopo diversi turni.			这只宝可梦的招式一定会命中。该状态在大量回合后解除。	Les attaques du Pokémon ne peuvent pas échouer. Ce statut disparaît après plusieurs tours.		
0000-taunted-0000|data.Name		Taunted	Provoziert	Provocazione			挑衅	Provoqué	Mofado	
0000-taunted-0001|data.Desc		The Pokémon is taunted into only using attacking moves. This status wears off after many turns have passed.	Das Pokémon wurde provoziert, sodass es nur schadende Attacken nutzen kann. Dieser Status lässt erst nach vielen Zügen nach.	Il Pokémon è provocato ad utilizzare solamente mosse che arrecano danno. Questo stato svanisce dopo un po' di turni.			这只宝可梦被挑衅了，只能使用攻击招式。该状态在大量回合后解除。	Le Pokémon est provoqué et ne peut utiliser que des attaques offensive. Ce statut disparaît après plusieurs tours.	El Pokémon está mofado en usar únicamente movimientos de ataque. Este estado desaparece tras pasar unos turnos.	
0000-telekinesis-0000|data.Name		Telekinesis	Telekinese	Telecinesi			意念移物	Lévikinésie	Telequinesis	
0000-telekinesis-0001|data.Desc		The Pokémon is floating from telekinesis, preventing it from moving or avoiding attacks. This status wears off after a few turns.	Das Pokémon schwebt durch Telekinese, wodurch es sich sowohl nicht mehr bewegen als auch Attacken ausweichen kann. Dieser Status lässt nach einigen Zügen nach.	Il Pokémon fluttua grazie alla telecinesi, impedendogli di muoversi o di schivare gli attacchi. Questo stato svanisce dopo un po' di turni.			这只宝可梦由于意念而悬浮在空中，无法移动或躲避攻击。该状态在几回合后解除。	Le Pokémon flotte dans les airs par télékinésie, il ne peut pas bouger ou eviter les attaques. Ce statut disparaît après quelques tours.	El Pokémon está flotando por telequinesis, impidiendo moverse o esquivar ataques. Este estado desaparece tras unos turnos.	
0000-thrash-0000|data.Name		Thrash	Fuchtler	Colpo			大闹一番	Mania	Golpe	
0000-thrash-0001|data.Desc		The Pokémon will use Thrash repeatedly until the status wears off. This status wears off after a few turns, leaving the Pokémon confused from fatigue.	Das Pokémon wird Fuchtler wiederholt einsetzen bis der Status nachlässt. Dieser Status lässt nach einigen Zügen nach, wodurch das Pokémon durch Erschöpfung verwirrt wird.	Il Pokémon utilizza Colpo ripetutamente fino a quando lo stato non svanisce. Questo stato svanisce dopo un po' di turni, lasciando il Pokémon confuso dalla fatica.			这只宝可梦将持续使出大闹一番直到状态解除。该状态在几回合后解除，并且解除后这只宝可梦将因为疲劳而陷入混乱。	Le Pokémon utilise Mania en continu jusqu'à ce que le statut disparaisse. Ce statut disparaît après plusieurs tours, laissant le Pokémon confus de fatigué.	El Pokémon usará Golpe repetidamente hasta que el estado desaparezca. Este estado desaparece tras unos turnos, dejando al Pokémon confundido de la fatiga.	
0000-times_move_used-0000|data.Name		Times Move Used	Anzahl der Attackenutzung	Numero utilizzi mossa			招式使用次数	Nombre d'utilisations de la capacité	Veces Movimiento Usado	
0000-times_move_used-0001|data.Desc										
0000-torment-0000|data.Name		Torment	Folterknecht	Attaccalite			无理取闹	Tourmente	Tormento	
0000-torment-0001|data.Desc		The Pokémon is prevented from using the same move twice in a row. This status wears off after many turns have passed.	Das Pokémon kann keine Attacke zweimal hintereinander nutzen. Dieser Status lässt erst nach vielen Zügen nach.	Il Pokémon non può utilizzare la stessa mossa due volte di seguito. Questo stato svanisce dopo un po' di turni.			这只宝可梦不能连续两次使用相同的招式。该状态在大量回合后解除。	Le Pokémon ne peut pas utiliser la même capacité deux fois d'affilée. Ce statut disparaît après plusieurs tours.	El Pokémon se le impide usar el mismo movimiento dos veces seguidas. Este estado desaparece tras pasar unos turnos.	
0000-transformed-0000|data.Name		Transformed	Verwandelt	Trasformato			变身			
0000-transformed-0001|data.Desc										
0000-type_boosted-0000|data.Name		Type-Boosted	Typverstärkt	Miglioratipo			属性增强	Boost Type		
0000-type_boosted-0001|data.Desc		The Pokémon has moves of a certain type boosted. This status wears off after many turns have passed.	Attacken mit einem bestimmten Typ sind verstärkt. Dieser Status lässt nach vielen Zügen nach.	Alcune mosse di un certo tipo del Pokémon sono potenziate. Questo stato svanisce dopo diversi turni.			这只宝可梦某种属性的招式增强了。该状态在大量回合后解除。	Le Pokémon voit ses capacités d'un certain type boostés. Ce statut disparaît après plusieurs tours.		
0000-type_converted-0000|data.Name		Type-Converted	Typkonverter	Convertitipo			属性转变	Conversion Type		
0000-type_converted-0001|data.Desc		The Pokémon has all of its moves converted to a single type.	Alle Attacken des Pokémon sind in einen einzigen Typ umgewandelt worden.	Tutte le mosse del Pokémon sono convertite in un singolo tipo.			这只宝可梦所有招式的属性都变为了同一种属性。	Toutes les capacités du Pokémon sont converties au même type.		
0000-type_protected-0000|data.Name		Type-Protected	Typschutz	Proteggitipo			属性保护	Protection-Type		
0000-type_protected-0001|data.Desc		The Pokémon is protected from moves of a certain type. This status wears off after many turns have passed.	Das Pokémon ist gegen Attacken eines bestimmten Typs geschützt. Dieser Status lässt nach vielen Zügen nach.	Il Pokémon è protetto dalle mosse di un certo tipo. Questo stato svanisce dopo diversi turni.			这只宝可梦受到了保护，不会被某种属性的招式伤害。该状态在大量回合后解除。	Le Pokémon est protégé des attaques d'un certain type. Ce statut disparaît après plusieurs tours.		
0000-veiled-0000|data.Name		Veiled	Verschleiert							
0000-veiled-0001|data.Desc										
0000-was_hurt_last_turn-0000|data.Name		Was Hurt Last Turn	Wurde letzte Runde verletzt	È stato colpito l'ultimo turno			上一回合受到过伤害	Touché au Dernier Tour	Ha Recibido Daño en el Último Turno	
0000-was_hurt_last_turn-0001|data.Desc										
0000-was_hurt_since_attack-0000|data.Name		Was Hurt Since Attack								
0000-was_hurt_since_attack-0001|data.Desc										
0000-water_pledge-0000|data.Name		Water Pledge	Wassersäulen	Acquapatto			水之誓约	Aire d'Eau		
0000-water_pledge-0001|data.Desc		The Pokémon is ready to unleash a follow-up attack whenever a foe is attacked. This status wears off after a few turns.	Das Pokémon ist bereit jedes Mal, wenn ein Gegner angegriffen wird, eine nachfolgende Attacke einzusetzen. Dieser Status lässt nach einigen Zügen nach.	Il Pokémon è pronto a sferrare un ulteriore attacco non appena un nemico viene attaccato. Questo stato svanisce dopo un po' di turni.			这只宝可梦随时准备在队友受到攻击后发动后续攻击。该状态在几回合后解除。	Le Pokémon est prêt à libérer une attaque suivie dès qu'un ennemi est attaqué. Ce statut disparaît après quelques tours.		
0000-weakness_drain-0000|data.Name		Weakness Drain	Schwäche aufzehren	Assorbifioco			弱点吸收			
0000-weakness_drain-0001|data.Desc		The Pokémon will have its HP restored if hit by a super-effective move. This status wears off after many turns have passed.	Das Pokémon regeneriert KP, sobald es von einer sehr effektiven Attacke getroffen wurde. Dieser Status lässt nach vielen Zügen nach.	Il Pokémon recupera PS se colpito da una mossa superefficace. Questo stato svanisce dopo diversi turni.			这只宝可梦受到效果绝佳的招式攻击时，会回复HP。该状态在大量回合后解除。			
0000-whirlpool-0000|data.Name		Whirlpool	Whirlpool	Mulinello			潮旋	Siphon	Torbellino	
