Key		EN	DE	ES	ZH-HANS	FR	IT	KO	JA	JA-JP	ZH-HANT
0158-prankster-0001|data.Desc		Increases the Attack Range of status moves.	Erhöht die Reichweite von Statusattacken.		增加变化招式的攻击范围。			상태이상 기술의 공격범위가 증가한다.			
0159-sand_force-0000|data.Name		Sand Force	Sandgewalt	Poder Arena	沙之力	Force Sable	Silicoforza	모래의힘	すなのちから	すなのちから	沙之力
0159-sand_force-0001|data.Desc		Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.	Erhöht in Sandstürmen die Stärke von Gesteins-, Boden- und Stahl-Attacken.	Potencia los movimientos de tipo Tierra, Acero y Roca durante las tormentas de arena.	沙暴天气时，岩石属性、 地面属性和钢属性的招式威力会提高。	Augmente la puissance des capacités de type Roche, Sol et Acier en cas de tempête de sable.	Potenzia le mosse di tipo Roccia, Terra e Acciaio durante le tempeste di sabbia.	날씨가 모래바람일 때 바위타입과 땅타입과 강철타입의 위력이 올라간다.	てんきが　すなあらしの　とき いわタイプと　じめんタイプと はがねタイプの　いりょくが　あがる。	天気が　すなあらしの　とき いわタイプと　じめんタイプと はがねタイプの　威力が　上がる。	沙暴天氣時， 岩石屬性、 地面屬性 和鋼屬性招式的威力會提高。
0160-iron_barbs-0000|data.Name		Iron Barbs	Eisenstachel	Punta Acero	铁刺	Épine de Fer	Spineferrate	철가시	てつのトゲ	てつのトゲ	鐵刺
0160-iron_barbs-0001|data.Desc		Inflicts damage to the attacker on contact with iron barbs.	Fügt dem Angreifer bei Berührung mit eisernen Stacheln Schaden zu.	Inflige daño al rival si este golpea al Pokémon con un movimiento de contacto.	用铁刺给予接触到自己的对手伤害。	Inflige des dégâts à l’attaquant lorsque le Pokémon subit une attaque directe.	Se il Pokémon viene colpito da un attacco diretto, infligge danni a sua volta con le sue spine di ferro.	자신과 접촉한 상대에게 철가시로 데미지를 준다.	じぶんに　さわった　あいてに てつのトゲで　ダメージを　あたえる。	自分に　触った　相手に 鉄のトゲで　ダメージを　あたえる。	用鐵刺給予接觸到自己的 對手傷害。
0161-zen_mode-0000|data.Name		Zen Mode	Trance-Modus	Modo Daruma	达摩模式	Mode Transe	Stato Zen	달마모드	ダルマモード	ダルマモード	達摩模式
0161-zen_mode-0001|data.Desc		Changes the Pokémon's shape when HP is half or less.	Wechselt seine Gestalt, wenn es eng wird.	Cambia de forma en un apuro.	HP变为一半以下时，样子会改变。	Transforme le Pokémon dans les moments délicats.	Se il Pokémon è in difficoltà, ne cambia l’aspetto.	HP가 절반 이하일때 모습이 변화한다.	ピンチに　なると すがたが　へんかする。	ピンチに　なると 姿が　変化する。	ＨＰ變為一半以下時， 樣子會改變。
0162-victory_star-0000|data.Name		Victory Star	Triumphstern	Tinovictoria	胜利之星	Victorieux	Vittorstella	승리의별	しょうりのほし	しょうりのほし	勝利之星
0162-victory_star-0001|data.Desc		Boosts the Attack Range of party Pokémon.	Erhöht die Angriffsreichweite des Teams.		提高全队宝可梦的攻击范围。			아군의 공격범위가 증가한다.			
0163-turboblaze-0000|data.Name		Turboblaze	Turbobrand	Turbollama	涡轮火焰	TurboBrasier	Piroturbina	터보블레이즈	ターボブレイズ	ターボブレイズ	渦輪火焰
0163-turboblaze-0001|data.Desc		Damaging moves will remove the abilities of opposing Pokémon.	Schadene Attacken entfernen die Fähigkeiten von gegnerischen Pokémon.		攻击对手后，对手会失去特性。						
0164-teravolt-0000|data.Name		Teravolt	Teravolt	Terravoltaje	兆级电压	Téra-Voltage	Teravolt	테라볼티지	テラボルテージ	テラボルテージ	兆級電壓
0164-teravolt-0001|data.Desc		Damaging moves will remove the abilities of opposing Pokémon.	Schadene Attacken entfernen die Fähigkeiten von gegnerischen Pokémon.		攻击对手后，对手会失去特性。						
0165-aroma_veil-0000|data.Name		Aroma Veil	Dufthülle	Velo Aroma	芳香幕	Aroma-Voile	Aromavelo	아로마베일	アロマベール	アロマベール	芳香幕
0165-aroma_veil-0001|data.Desc		Protects itself and its allies from attacks that limit their move choices.	Kann alle Team-Pokémon vor mentalen Angriffen schützen.	Protege a todo el equipo de ataques que impiden elegir movimientos.	可以防住向自己和同伴发出的心灵攻击。	Protège l’équipe des effets limitant le libre arbitre.	Protegge tutta la squadra da mosse che limitano la scelta di attacchi.	아군을 기술을 제한하는 효과의 공격으로부터 보호한다.	じぶんと　みかたへの　メンタル こうげきを　ふせぐことが　できる。	自分と　味方への　メンタル 攻撃を　防ぐことが　できる。	可防住向自己和同伴 發出的心靈攻擊。
0166-flower_veil-0000|data.Name		Flower Veil	Blütenhülle	Velo Flor	花幕	Flora-Voile	Fiorvelo	플라워베일	フラワーベール	フラワーベール	花幕
0166-flower_veil-0001|data.Desc		Protects ally Pokémon from major status conditions.			我方的宝可梦不会异常陷入主要异常状态。						
0167-cheek_pouch-0000|data.Name		Cheek Pouch	Backentaschen	Carrillo	颊囊	Bajoues	Guancegonfie	볼주머니	ほおぶくろ	ほおぶくろ	頰囊
0167-cheek_pouch-0001|data.Desc		Restores HP when the Pokémon eats a food item.	Heilt bei Konsum von essbaren Items KP.		食用食物后会回复HP。			음식 아이템을 먹으면 HP를 회복한다.			
0168-protean-0000|data.Name		Protean	Wandlungskunst	Mutatipo	变幻自如	Protéen	Mutatipo	변환자재	へんげんじざい	へんげんじざい	變幻自如
0168-protean-0001|data.Desc		Changes the Pokémon's type to the type of the move it last used.	Das Pokémon nimmt bei Einsatz einer Attacke deren Typ an.	Cambia el tipo del Pokémon al del último movimiento usado.	将自己的属性更改为上次使用的招式的属性。	Le Pokémon prend le type de sa dernière capacité lancée.	Cambia il tipo del Pokémon in quello della mossa usata.	사용한 기술과 같은 타입으로 변화한다.	だした　わざと　おなじ タイプに　へんかする。	だした　技と　同じ タイプに　変化する。	
0169-fur_coat-0000|data.Name		Fur Coat	Fellkleid	Pelaje Recio	毛皮大衣	Toison Épaisse	Foltopelo	퍼코트	ファーコート	ファーコート	毛皮大衣
0169-fur_coat-0001|data.Desc		Halves damage from physical moves.	Halbiert den Schaden durch physische Attacken.	Reduce a la mitad el daño recibido por ataques físicos.	对手给予的物理招式的伤害会减半。	Divise les dégâts des attaques physiques par deux.	Dimezza il danno degli attacchi fisici subiti.	물리 기술의 데미지가 절반이 된다.	ぶつりわざの　ダメージが はんぶんになる。	物理技の　ダメージが 半分になる。	對手的物理招式造成的 傷害會減半。
0170-magician-0000|data.Name		Magician	Zauberer	Prestidigitador	魔术师	Magicien	Prestigiatore	매지션	マジシャン	マジシャン	魔術師
0170-magician-0001|data.Desc		The Pokémon steals the item of a Pokémon it hits with a move.	Das Pokémon stiehlt das Item von einem Pokémon, welches es mit einer Attacke getroffen hat.		夺走被自己的招式击中的对手的道具。			기술을 맞은 상대의 아이템을 빼앗아 버린다.			
0171-bulletproof-0000|data.Name		Bulletproof	Kugelsicher	Antibalas	防弹	Pare-Balles	Antiproiettile	방탄	ぼうだん	ぼうだん	防彈
0171-bulletproof-0001|data.Desc		Protects the Pokémon from explosions.	Schützt das Pokémon vor Explosionen.		保护神宝可梦免受爆炸。			폭발로부터 포켓몬을 보호한다.			
0172-competitive-0000|data.Name		Competitive	Unbeugsamkeit	Tenacidad	好胜	Battant	Tenacia	승기	かちき	かちき	好勝
0172-competitive-0001|data.Desc		Boosts the Sp. Atk stat sharply when a stat is lowered.	Erhöht den Spezial-Angriff stark, wenn ein Statuswert gesenkt wurde.	Aumenta mucho su Ataque Especial cuando el rival le baja cualquiera de sus características.	如果能力被降低，特攻就会大幅提高。	Augmente beaucoup l’Attaque Spéciale du Pokémon quand ses stats baissent.	L’Attacco Speciale aumenta di molto quando le statistiche diminuiscono a causa di un nemico.	스탯이 떨어지면 대신 특수공격이 크게 올라간다.	のうりょくを　さげられると とくこうが　ぐーんと　あがる。	能力を　下げられると 特攻が　ぐーんと　上がる。	能力被降低時， 特攻會大幅提高。
0173-strong_jaw-0000|data.Name		Strong Jaw	Titankiefer	Mandíbula Fuerte	强壮之颚	Prognathe	Ferromascella	옹골찬턱	がんじょうあご	がんじょうあご	強壯之顎
0173-strong_jaw-0001|data.Desc		The Pokémon's strong jaw boosts the power of its biting moves.	Der kräftige Kiefer des Pokémon erhöht die Stärke von Biss-Attacken.	Su robusta mandíbula le confiere una mordedura potente.	因为颚部强壮，啃咬类招式的威力会提高。	Le Pokémon a une mâchoire robuste qui augmente la puissance de ses capacités à base de morsures.	La robusta mascella del Pokémon permette morsi molto potenti.	턱이 튼튼하여 무는 기술의 위력이 올라간다.	あごが　がんじょうで かむ　わざの　いりょくが たかくなる。	あごが　頑丈で 噛む　技の　威力が 高くなる。	顎部強壯， 會提高啃咬類招式的威力。
0174-refrigerate-0000|data.Name		Refrigerate	Frostschicht	Piel Helada	冰冻皮肤	Peau Gelée	Pellegelo	프리즈스킨	フリーズスキン	フリーズスキン	冰凍皮膚
0174-refrigerate-0001|data.Desc		Normal-type moves become Ice-type moves.	Attacken vom Typ Normal nehmen den Typ Eis an.	Convierte movimientos de tipo Normal en tipo Hielo.	一般属性的招式会变为冰属性。	Les capacités de type Normal deviennent de type Glace.	Le mosse di tipo Normale diventano di tipo Ghiaccio.	노말타입의 기술이 얼음타입이 된다.	ノーマルタイプの　わざが こおりタイプになる。	ノーマルタイプの　技が こおりタイプに　なる。	
0175-sweet_veil-0000|data.Name		Sweet Veil	Zuckerhülle	Velo Dulce	甜幕	Gluco-Voile	Dolcevelo	스위트베일	スイートベール	スイートベール	甜幕
0175-sweet_veil-0001|data.Desc		Prevents party Pokémon from falling asleep.	Alle Pokémon im Team können nicht einschlafen.	Evita que tu equipo Pokémon se duerma.	我方的宝可梦不会变为睡眠状态。	Les Pokémon de l’équipe ne peuvent pas s’endormir.	Impedisce a sé e agli alleati di addormentarsi.	같은 편의 포켓몬이 잠들지 않게 된다.	 かたの　ポケモンは ねむらなくなる。	味方の　ポケモンは 眠らなくなる。	我方的寶可夢 不會陷入睡眠狀態。
0176-stance_change-0000|data.Name		Stance Change	Taktikwechsel	Cambio Táctico	战斗切换	Déclic Tactique	Accendilotta	배틀스위치	バトルスイッチ	バトルスイッチ	戰鬥切換
0176-stance_change-0001|data.Desc		The Pokémon changes its form to Blade Forme when it uses an attack move, and changes to Shield Forme when it uses King's Shield.	Setzt das Pokémon eine Offensiv-Attacke ein, nimmt es die Klingenform an. Setzt es danach die Attacke Königsschild ein, nimmt es die Schildform an.	Adopta la Forma Filo al lanzar un ataque, o bien la Forma Escudo si usa el movimiento Escudo Real.	如果使出攻击招式，会变为刀剑形态，如果使出招式“王者盾牌”，会变为盾牌形态。	Le Pokémon prend la Forme Assaut lorsqu’il utilise une attaque, et la Forme Parade lorsqu’il utilise Bouclier Royal.	Assume la Forma Spada se usa una mossa d’attacco e la Forma Scudo se usa Scudo Reale.	공격 기술을 쓰면 블레이드폼으로 기술 킹실드를 쓰면 실드폼으로 변한다.	こうげきわざを　だすと　ブレードフォルムに わざ　キングシールドを　だすと シールドフォルムに　へんかする。	攻撃技を　出すと　ブレードフォルムに 技　キングシールドを　出すと シールドフォルムに　変化する。	若使出攻擊招式，會變為刀劍形態， 若使出招式「王者盾牌」， 會變為盾牌形態。
0177-gale_wings-0000|data.Name		Gale Wings	Orkanschwingen	Alas Vendaval	疾风之翼	Ailes Bourrasque	Aliraffica	질풍날개	はやてのつばさ	はやてのつばさ	疾風之翼
0177-gale_wings-0001|data.Desc		Increases the Attack Range of Flying-type moves.	Erhöht die Angriffsreichweite von Attacken des Typen Flug.		增加飞行属性招式的攻击范围。			비행타입 기술의 공격범위를 증가시킨다..			
0178-mega_launcher-0000|data.Name		Mega Launcher	Megawumme	Megadisparador	超级发射器	Méga Blaster	Megalancio	메가런처	メガランチャー	メガランチャー	超級發射器
0178-mega_launcher-0001|data.Desc		Powers up aura and pulse moves.	Erhöht die Stärke einiger Wellen-, Aura- und Puls-Attacken.	Aumenta la potencia de algunos movimientos de pulsos y auras.	波动和波导类招式的威力会提高。	Augmente la puissance de certaines capacités de type aura.	Potenzia le mosse “pulsar” e altre come Ondasana.	파동 기술의 위력이 크다.	はどうの　わざの いりょくが　たかい。	はどうの　技の 威力が　高い。	波動和波導類招式的 威力會提高。
0179-grass_pelt-0000|data.Name		Grass Pelt	Pflanzenpelz	Manto Frondoso	草之毛皮	Toison Herbue	Peloderba	풀모피	くさのけがわ	くさのけがわ	草之毛皮
0179-grass_pelt-0001|data.Desc		Boosts the Defense stat in Grassy Terrain.	Erhöht die Verteidigung, wenn Grasfeld aktiv ist.	Aumenta la Defensa mientras dura el efecto de Campo de Hierba.	在青草场地时，防御会提高。	Augmente la Défense si Champ Herbu est actif.	Aumenta la Difesa durante l’effetto di Campo Erboso.	그래스필드일 때 방어가 올라간다.	グラスフィールドのとき ぼうぎょが　あがる。	グラスフィールドのとき 防御が　上がる。	在青草場地時， 防禦會提高。
0180-symbiosis-0000|data.Name		Symbiosis	Nutznießer	Simbiosis	共生	Symbiose	Simbiosi	공생	きょうせい	きょうせい	共生
0180-symbiosis-0001|data.Desc		Passes the effect of certain held items to ally Pokémon. It won't use the item itself.			将某些携带道具的效果传递给队友。它不会使用道具本身。						
0181-tough_claws-0000|data.Name		Tough Claws	Krallenwucht	Garra Dura	硬爪	Griffe Dure	Unghiedure	단단한발톱	かたいツメ	かたいツメ	硬爪
0181-tough_claws-0001|data.Desc		Powers up moves that make direct contact.	Erhöht die Stärke von direkten Angriffen.	Aumenta la potencia de los movimientos de contacto directo.	接触到对手的招式威力会提高。	Augmente la puissance des attaques directes.	Potenzia le mosse che causano un contatto fisico.	접촉하는 기술의 위력이 올라간다.	せっしょくする　わざの いりょくが　あがる。	接触する　技の 威力が　あがる。	接觸到對手的招式 威力會提高。
0182-pixilate-0000|data.Name		Pixilate	Feenschicht	Piel Feérica	妖精皮肤	Peau Féérique	Pellefolletto	페어리스킨	フェアリースキン	フェアリースキン	妖精皮膚
0182-pixilate-0001|data.Desc		Normal-type moves become Fairy-type moves.	Attacken vom Typ Normal nehmen den Typ Fee an.	Convierte movimientos de tipo Normal en tipo Hada.	一般属性的招式会变为妖精属性。	Les capacités de type Normal deviennent de type Fée.	Le mosse di tipo Normale diventano di tipo Folletto.	노말타입의 기술이 페어리타입이 된다.	ノーマルタイプの　わざが フェアリータイプになる。	ノーマルタイプの　技が フェアリータイプになる。	
0183-gooey-0000|data.Name		Gooey	Viskosität	Baba	黏滑	Poisseux	Viscosità	미끈미끈	ぬめぬめ	ぬめぬめ	黏滑
0183-gooey-0001|data.Desc		Contact with the Pokémon lowers the attacker's Movement Speed.	Wird Kontakt mit diesem Pokémon gemacht, verringert sich das Tempo des Angreifers.		对于用攻击接触到自己的对手，会降低其移动速度。			접촉한 상대의 행동속도를 떨어뜨린다.			
0184-aerilate-0000|data.Name		Aerilate	Zenithaut	Piel Celeste	飞行皮肤	Peau Céleste	Pellecielo	스카이스킨	スカイスキン	スカイスキン	飛行皮膚
0184-aerilate-0001|data.Desc		Normal-type moves become Flying-type moves.	Attacken vom Typ Normal nehmen den Typ Flug an.	Convierte movimientos de tipo Normal en tipo Volador.	一般属性的招式会变为飞行属性。	Les capacités de type Normal deviennent de type Vol.	Le mosse di tipo Normale diventano di tipo Volante.	노말타입의 기술이 비행타입이 된다.	ノーマルタイプの　わざが ひこうタイプになる。	ノーマルタイプの　技が ひこうタイプになる。	
0185-parental_bond-0000|data.Name		Parental Bond	Familienbande	Amor Filial	亲子爱	Amour Filial	Amorefiliale	부자유친	おやこあい	おやこあい	親子愛
0185-parental_bond-0001|data.Desc		Parent and child attack together.	Zwei Generationen setzen gemeinsam zum Angriff an.	Ataque en familia.	亲子俩可以合计攻击２次。	Attaque en famille.	Il Pokémon e il suo piccolo attaccano insieme.	부모와 자식 2마리가 공격한다.	おやこ　２ひきで こうげきする。	親子　２匹で 攻撃する。	親子倆可合計攻擊２次。
0186-dark_aura-0000|data.Name		Dark Aura	Dunkelaura	Aura Oscura	暗黑气场	Aura Ténébreuse	Auratetra	다크오라	ダークオーラ	ダークオーラ	暗黑氣場
0186-dark_aura-0001|data.Desc		Powers up all Dark-type moves.	Erhöht die Stärke aller Attacken des Typs Unlicht.	Aumenta la potencia de todos los movimientos de tipo Siniestro.	全体的恶属性招式变强。	Renforce les attaques de type Ténèbres de tous les Pokémon.	Potenzia le mosse di tipo Buio di tutti i Pokémon.	전원의 악타입 기술이 강해진다.	ぜんいんの　あくタイプの わざが　つよくなる。	全員の　あくタイプの 技が　強くなる。	全體的惡屬性招式變強。
0187-fairy_aura-0000|data.Name		Fairy Aura	Feenaura	Aura Feérica	妖精气场	Aura Féérique	Aurafolletto	페어리오라	フェアリーオーラ	フェアリーオーラ	妖精氣場
0187-fairy_aura-0001|data.Desc		Powers up all Fairy-type moves.	Erhöht die Stärke aller Attacken des Typs Fee.	Aumenta la potencia de todos los movimientos de tipo Hada.	全体的妖精属性招式变强。	Renforce les attaques de type Fée de tous les Pokémon.	Potenzia le mosse di tipo Folletto  di tutti i Pokémon.	전원의 페어리타입 기술이 강해진다.	ぜんいんの　フェアリー わざが　つよくなる。	全員の　フェアリー 技が　強くなる。	全體的妖精屬性招式變強。
0188-aura_break-0000|data.Name		Aura Break	Aura-Umkehr	Rompeaura	气场破坏	Aura Inversée	Frangiaura	오라브레이크	オーラブレイク	オーラブレイク	氣場破壞
0188-aura_break-0001|data.Desc		The effects of aura abilities are reversed to lower the power of affected moves.			让气场的效果发生逆转，降低威力。						
0189-primordial_sea-0000|data.Name		Primordial Sea	Urmeer	Mar del Albor	始源之海	Mer Primaire	Mare Primordiale	시작의바다	はじまりのうみ	はじまりのうみ	始源之海
0189-primordial_sea-0001|data.Desc		Affects weather and nullifies any Fire-type attacks.	Ändert das Wetter. Unterbindet direkte Feuer-Attacken.	Altera el clima para anular los ataques de tipo Fuego.	变为不会受到火属性攻击的天气。	Altère les conditions météo et rend inefficaces les attaques Feu.	Crea un clima che rende inefficaci   gli attacchi di tipo Fuoco.	불꽃타입의 공격을 받지 않는 날씨로 만든다.	ほのおタイプの　こうげきを うけない　てんきにする。	ほのおタイプの　攻撃を 受けない　天気にする。	變為讓火屬性攻擊 失效的天氣。
0190-desolate_land-0000|data.Name		Desolate Land	Endland	Tierra del Ocaso	终结之地	Terre Finale	Terra Estrema	끝의대지	おわりのだいち	おわりのだいち	終結之地
0190-desolate_land-0001|data.Desc		Affects weather and nullifies any Water-type attacks.	Ändert das Wetter. Unterbindet direkte Wasser-Attacken.	Altera el clima para anular los ataques de tipo Agua.	变为不会受到水属性攻击的天气。	Altère les conditions météo et rend inefficaces les attaques Eau.	Crea un clima che rende inefficaci   gli attacchi di tipo Acqua.	물타입의 공격을 받지 않는 날씨로 만든다.	 ずタイプの　こうげきを うけない　てんきに　する。	 ずタイプの　攻撃を 受けない　天気にする。	變為讓水屬性攻擊 失效的天氣。
0191-delta_stream-0000|data.Name		Delta Stream	Delta-Wind	Ráfaga Delta	德尔塔气流	Souffle Delta	Flusso Delta	델타스트림	デルタストリーム	デルタストリーム	德爾塔氣流
0191-delta_stream-0001|data.Desc		Affects weather and eliminates all of the Flying type's weaknesses.	Ändert das Wetter. Schwächen des Typs Flug werden beseitigt.	Altera el clima para anular las vulnerabilidades del tipo Volador.	变为令飞行属性的弱点消失的天气。	Altère les conditions météo et annule les faiblesses du type Vol.	Crea un clima che annulla i punti deboli del tipo Volante.	비행타입의 약점이 없어지는 날씨로 만든다.	ひこうの　じゃくてんが なくなる　てんきにする。	ひこうタイプの　弱点が なくなる　天気にする。	變為令飛行屬性的弱點 消失的天氣。
0192-stamina-0000|data.Name		Stamina	Zähigkeit	Firmeza	持久力	Endurance	Sopportazione	지구력	じきゅうりょく	じきゅうりょく	持久力
0192-stamina-0001|data.Desc		Boosts the Defense stat when hit by an attack.	Wird es von einer Attacke getroffen, steigt seine Verteidigung.	Aumenta la Defensa al recibir un ataque.	受到攻击时，防御会提高。	Augmente la Défense du Pokémon lorsqu'il subit une attaque.	Se il Pokémon subisce un attacco, la sua Difesa aumenta.	공격을 받으면 방어가 올라간다.	こうげきを　うけると ぼうぎょが　あがる。	攻撃を　受けると 防御が　上がる。	受到攻擊時， 防禦會提高。
0193-wimp_out-0000|data.Name		Wimp Out	Reißaus	Huida	跃跃欲逃	Escampette	Fuggifuggi	도망태세	にげごし	にげごし	躍躍欲逃
0193-wimp_out-0001|data.Desc		The Pokémon cowardly switches out when its HP becomes half or less.	Fallen seine KP auf die Hälfte des Maximalwerts oder weniger, zieht es sich ängstlich zurück.	Se asusta y abandona el terreno de combate cuando sus PS se ven reducidos a la mitad.	HP变为一半时，会慌慌张张逃走，退回同行队伍中。	Le Pokémon perd confiance quand ses PV tombent à la moitié et s'enfuit dans sa Poké Ball.	Se i PS scendono a metà o meno, il Pokémon si fa prendere dalla paura e abbandona la lotta in tutta fretta.	HP가 절반이 되면 황급히 도망쳐서 지닌 포켓몬으로 돌아간다.	ＨＰが　はんぶんに　なると あわてて　にげだして てもちに　ひっこんで　しまう。	ＨＰが　半分に　なると あわてて　逃げ出して 手持ちに　引っ込んで　しまう。	ＨＰ變為一半時， 會慌慌張張逃走， 退回同行隊伍裡面。
0194-emergency_exit-0000|data.Name		Emergency Exit	Rückzug	Retirada	危险回避	Repli Tactique	Passoindietro	위기회피	ききかいひ	ききかいひ	危險迴避
0194-emergency_exit-0001|data.Desc		The Pokémon, sensing danger, switches out when its HP becomes half or less.	Fallen seine KP auf die Hälfte des Maximalwerts oder weniger, bringt es sich in Sicherheit.	Abandona el terreno de combate cuando sus PS se ven reducidos a la mitad para evitar males mayores.	HP变为一半时，为了回避危险，会退回到同行队伍中。	Le Pokémon évite les situations inutilement dangereuses. Quand ses PV tombent à la moitié, il se réfugie dans sa Poké Ball.	Se i PS scendono a metà o meno, il Pokémon abbandona la lotta per sfuggire al pericolo.	HP가 절반이 되면 위험을 회피하기 위해 지닌 포켓몬으로 돌아간다.	ＨＰが　はんぶんに　なると きけんを　かいひするため てもちに　ひっこんで　しまう。	ＨＰが　半分に　なると 危険を　回避するため 手持ちに　引っ込んで　しまう。	ＨＰ減到一半時， 為了避開危險， 會退回同行隊伍裡面。
0195-water_compaction-0000|data.Name		Water Compaction	Verklumpen	Hidrorrefuerzo	遇水凝固	Sable Humide	Idrorinforzo	꾸덕꾸덕굳기	みずがため	みずがため	遇水凝固
0195-water_compaction-0001|data.Desc		Boosts the Pokémon's Defense stat sharply when hit by a Water-type move.	Wird es von einer Wasser-Attacke getroffen, steigt seine Verteidigung stark.	Aumenta mucho la Defensa si le alcanza un movimiento de tipo Agua.	受到水属性的招式攻击时，防御会大幅提高。	Augmente beaucoup la Défense du Pokémon quand il subit une capacité de type Eau.	Se il Pokémon subisce una mossa di tipo Acqua, la sua Difesa aumenta di molto.	물타입의 기술을 받으면 방어가 크게 올라간다.	みずタイプの　わざを　うけると ぼうぎょが　ぐーんと　あがる。	みずタイプの　技を　受けると 防御が　ぐーんと　上がる。	受到水屬性的招式攻擊時， 防禦會大幅提高。
0196-merciless-0000|data.Name		Merciless	Quälerei	Ensañamiento	不仁不义	Cruauté	Spietatezza	무도한행동	ひとでなし	ひとでなし	不仁不義
0196-merciless-0001|data.Desc		The Pokémon's attacks become critical hits if the target is poisoned.	Sorgt bei Angriffen auf vergiftete Ziele für Volltreffergarantie.	Hace que los movimientos asesten siempre un golpe crítico si el rival está envenenado.	攻击中毒状态的对手时，必定会击中要害。	Lorsque le Pokémon attaque un adversaire empoisonné, le coup sera forcément critique.	Gli attacchi sferrati su un bersaglio avvelenato producono sempre brutti colpi.	독 상태의 상대를 공격하면 반드시 급소에 맞는다.	どく　じょうたいの あいてを　こうげきすると かならず　きゅうしょに　あたる。	どく状態の 相手を　攻撃すると かならず　急所に　当たる。	攻擊中毒狀態的對手時， 必定會擊中要害。
0197-shields_down-0000|data.Name		Shields Down	Limitschild	Escudo Limitado	界限盾壳	Bouclier-Carcan	Scudosoglia	리밋실드	リミットシールド	リミットシールド	界限盾殼
0197-shields_down-0001|data.Desc		When it takes a hit that causes its HP to become half or less, the Pokémon's shell breaks and it becomes aggressive.									
0198-stakeout-0000|data.Name		Stakeout	Beschattung	Vigilante	蹲守	Filature	Sorveglianza	잠복	はりこみ	はりこみ	監視
0198-stakeout-0001|data.Desc		The Pokémon's first attack deals increased damage.									
0199-water_bubble-0000|data.Name		Water Bubble	Wasserblase	Pompa	水泡	Aquabulle	Bolladacqua	수포	すいほう	すいほう	水泡
0199-water_bubble-0001|data.Desc		Lowers the power of Fire-type moves done to the Pokémon and prevents the Pokémon from getting a burn.	Feuer-Attacken fügen dem Pokémon weniger Schaden zu. Verhindert Verbrennungen.	Reduce el daño que le provocan los movimientos de tipo Fuego e impide que sufra quemaduras.	降低与自己相对的火属性招式的威力，不会灼伤。	Réduit les dégâts des capacités de type Feu subies par le Pokémon. Il est également immunisé contre les brûlures.	Riduce la potenza delle mosse di tipo Fuoco subite e rende immuni alle scottature.	자신을 향하는 불꽃타입 기술의 위력을 떨어뜨린다. 화상을 입지 않는다.	じぶんに　たいする　ほのおタイプの わざの　いりょくを　さげる。 やけど　しない。	自分に　対する　ほのおタイプの 技の　威力を　下げる。 やけど　しない。	降低與自己相對的火屬性 招式的威力，不會灼傷。
0200-steelworker-0000|data.Name		Steelworker	Stahlprofi	Acero Templado	钢能力者	Expert Acier	Tempracciaio	강철술사	はがねつかい	はがねつかい	鋼能力者
0200-steelworker-0001|data.Desc		Powers up Steel-type moves.	Erhöht die Stärke von Stahl-Attacken.	Potencia los movimientos de tipo Acero.	钢属性的招式威力会提高。	Augmente la puissance des attaques de type Acier.	Aumenta la potenza delle mosse di tipo Acciaio.	강철타입 기술의 위력이 올라간다.	はがねタイプの　わざの いりょくが　あがる。	はがねタイプの　技の 威力が　上がる。	鋼屬性的招式威力會提高。
0201-berserk-0000|data.Name		Berserk	Wutausbruch	Cólera	怒火冲天	Dracolère	Furore	발끈	ぎゃくじょう	ぎゃくじょう	怒火沖天
0201-berserk-0001|data.Desc		Boosts the Pokémon's Sp. Atk stat when its HP is half or less.									
0202-slush_rush-0000|data.Name		Slush Rush	Schneescharrer	Quitanieves	拨雪	Chasse-Neige	Spalaneve	눈치우기	ゆきかき	ゆきかき	撥雪
0202-slush_rush-0001|data.Desc		Boosts the Pokémon's Speed stat in a hailstorm.	Erhöht bei Hagel die Initiative.	Aumenta su Velocidad si está granizando.	冰雹天气时，速度会提高。	Augmente la Vitesse du Pokémon quand il grêle.	Se grandina, la Velocità aumenta.	날씨가 싸라기눈일 때 스피드가 올라간다.	てんきが　あられ　のとき すばやさが　あがる。	天気が　あられ　のとき 素早さが　上がる。	天氣為冰雹時， 速度會提高。
0203-long_reach-0000|data.Name		Long Reach	Langstrecke	Remoto	远隔	Longue Portée	Distacco	원격	えんかく	えんかく	遠隔
0203-long_reach-0001|data.Desc		The Pokémon uses its moves without making contact with the target.	Ermöglicht dem Pokémon den Einsatz aller seiner Attacken, ohne das Ziel dabei direkt zu berühren.	Permite usar cualquier movimiento sin entrar en contacto con el rival.	可以不接触对手就使出所有的招式。	Le Pokémon est capable d'utiliser toutes ses capacités sans entrer en contact direct avec sa cible.	Il Pokémon è in grado di usare tutte le sue mosse senza entrare in contatto diretto con il bersaglio.	모든 기술을 상대에게 접촉하지 않고 사용할 수 있다.	すべての　わざを あいてに　せっしょく　しないで だすことが　できる。	すべての　技を 相手に　接触　しないで 出すことが　できる。	可以不接觸對手 就使出所有的招式。
0204-liquid_voice-0000|data.Name		Liquid Voice	Plätscherstimme	Voz Fluida	湿润之声	Hydrata-Son	Idrovoce	촉촉보이스	うるおいボイス	うるおいボイス	濕潤之聲
