Key		EN	FR	DE	ES	PT	KO	IT	JA	JA-JP	ZH-HANS	ZH-HANT
0010-held_expert_belt-0000|data.Name		Expert Belt	Ceinture Pro	Expertengurt	Cinta Experto		달인의띠	Abilcintura	たつじんのおび	たつじんのおび	达人带	達人帶
0010-held_expert_belt-0001|data.Desc		A well-worn belt that boosts the power of super-effective moves.	Objet à tenir. Une ceinture usée augmentant légèrement la puissance des capacités super efficaces.	Ein Item zum Tragen. Dieser alte Gürtel verstärkt sehr effektive Attacken.	Prolonga la duración del movimiento Danza Lluvia que use el Pokémon que la lleva.		오래 사용한 까만 띠. 지니게 하면 효과가 뛰어날 때 기술의 위력이 조금 올라간다.	Strumento da dare a un Pokémon. Cintura consumata che potenzia di poco le mosse superefficaci.	つかいこまれた　くろい　おび。 もたせると　こうかばつぐんの　とき わざの　いりょくが　すこし　あがる。	使いこまれた　黒い　帯。 持たせると　効果バツグンの　とき 技の　威力が　少し　あがる。	用惯了的黑色带子。 携带后，效果绝佳时的 招式威力就会少量提高。	用慣了的黑色帶子。 攜帶後，效果絕佳時的 招式威力就會少量提高。
0010-held_fist_plate-0000|data.Name		Fist Plate	Plaque Poing	Fausttafel	Tabla Fuerte		주먹플레이트	Lastrapugno	こぶしのプレート	こぶしのプレート	拳头石板	拳頭石板
0010-held_fist_plate-0001|data.Desc		An item to be held by a Pokémon. It's a stone tablet that halves the damage of Fighting-type moves.	Objet à tenir. Une tablette en pierre réduisant de moitié les dégâts subis des capacités de type Combat.	Ein Item zum Tragen. Diese Steintafel halbiert den erlittenen Schaden von Attacken des Typen Kampf.			지니게 하면 격투타입 기술의 위력이 절반이 되는 석판.					
0010-held_flame_orb-0000|data.Name		Flame Orb	Orbe Flamme	Heiß-Orb	Llamasfera		화염구슬	Fiammosfera	かえんだま	かえんだま	火焰宝珠	火焰寶珠
0010-held_flame_orb-0001|data.Desc		A bizarre orb that will afflict the holder with a burn. This item sticks when held.	Une orbe étrange qui donne à son porteur le status Brûlure. Cet objet devient collant lorsqu'il est tenu.	Ein bizarrer Orb, welcher den Träger Verbrennungen erleiden lässt. Das Item wird klebrig, sobald es getragen wird.			지니게 하면 화상에 걸리게 하고 끈적거리게 되는 요상한 구슬.					
0010-held_flame_plate-0000|data.Name		Flame Plate	Plaque Flamme	Feuertafel	Tabla Llama		불구슬플레이트	Lastrarogo	ひのたまプレート	ひのたまプレート	火球石板	火球石板
0010-held_flame_plate-0001|data.Desc		An item to be held by a Pokémon. It's a stone tablet that halves the damage of Fire-type moves.	Objet à tenir. Une tablette en pierre réduisant de moitié les dégâts subis des capacités de type Feu.	Ein Item zum Tragen. Diese Steintafel halbiert den erlittenen Schaden von Attacken des Typen Feuer.			지니게 하면 불타입 기술의 위력이 절반이 되는 석판.					
0010-held_friend_bow-0000|data.Name		Friend Bow	Ruban Ami	Sympathie			친구리본					
0010-held_friend_bow-0001|data.Desc		A held item that makes it easier for team members to recruit lower-leveled wild Pokémon.	Objet à tenir qui permet aux membres de l'équipe de recruter plus facilement des Pokémon sauvages de niveau inférieur.									
0010-held_goggle_specs-0000|data.Name		Goggle Specs										
0010-held_goggle_specs-0001|data.Desc		A held item that enables the Pokémon to identify traps on the floor.										
0010-held_golden_mask-0000|data.Name		Golden Mask	Masque d'Or	Goldene Maske			황금가면					
0010-held_golden_mask-0001|data.Desc		A held item that makes it easier for team members to recruit wild Pokémon.	Tenu par le meneur de l'équipe, cet objet permet de recruter plus facilement les Pokémon vaincus dans l'équipe.	Erhöht die Chance wilde Pokémon zu rekrutieren, wenn das Item gehalten wird.			지니게 하면 팀원이 야생 포켓몬을 동료로 영입하기 쉬워진다.					
0010-held_grip_claw-0000|data.Name		Grip Claw	Accro Griffe	Griffklaue	Garra Garfio		끈기갈고리손톱	Presartigli	ねばりのかぎづめ	ねばりのかぎづめ	紧缠钩爪	緊纏鉤爪
0010-held_grip_claw-0001|data.Desc		An item that increases the duration of binding moves used by the holder.	Objet à tenir qui empêche les pièges de se déclencher quand le Pokémon marche dessus.	Dieses Band verlängert die Dauer von Bindungsattacken des Trägers. (Klammergriff, Wickel etc.)			지니게 하면 조이기 기술의 턴 수가 늘어난다.					
0010-held_hard_stone-0000|data.Name		Hard Stone	Pierre Dure	Granitstein	Piedra Dura		딱딱한돌	Pietradura	かたいいし	かたいいし	硬石头	硬石頭
0010-held_hard_stone-0001|data.Desc		An item to be held by a Pokémon. It is a durable stone that boosts the power of Rock-type moves.	Objet à tenir. Une pierre incassable qui augmente la puissance des capacités de type Roche.	Ein Item zum Tragen. Ein unzerbrechlicher Stein, der Attacken vom Typ Gestein verstärkt.	Debe llevarlo un Pokémon. Su peculiar aroma reduce la Precisión del objetivo.		절대 깨지지 않는 돌. 지니게 하면 바위타입 기술의 위력이 올라간다.	Strumento da dare a un Pokémon. Pietra indistruttibile che potenzia le mosse di tipo Roccia.	ぜったいに　われない　いし。 もたせると　いわタイプの わざの　いりょくが　あがる。	絶対に　割れない　石。 持たせると　いわタイプの 技の　威力が　あがる。	绝对不会裂开的石头。 携带后，岩石属性的 招式威力就会提高。	絕對不會裂開的石頭。 攜帶後，岩石屬性的 招式威力就會提高。
0010-held_heal_ribbon-0000|data.Name		Heal Ribbon	Ruban Soin									
0010-held_heal_ribbon-0001|data.Desc		A held item that speeds up the Pokémon's natural HP recovery. This item sticks when held.	Objet à tenir qui accélère la récupération naturelle des PP du Pokémon. Cet objet devient collant lorsqu'il est tenu.									
0010-held_icicle_plate-0000|data.Name		Icicle Plate	Plaque Glace	Frosttafel	Tabla Helada		고드름플레이트	Lastragelo	つららのプレート	つららのプレート	冰柱石板	冰柱石板
0010-held_icicle_plate-0001|data.Desc		An item to be held by a Pokémon. It's a stone tablet that halves the damage of Ice-type moves.	Objet à tenir. Une tablette en pierre réduisant de moitié les dégâts subis des capacités de type Glace.	Ein Item zum Tragen. Diese Steintafel halbiert den erlittenen Schaden von Attacken des Typen Eis.			지니게 하면 얼음타입 기술의 위력이 절반이 되는 석판.					
0010-held_insect_plate-0000|data.Name		Insect Plate	Plaque Insecte	Käfertafel	Tabla Bicho		비단벌레플레이트	Lastrabaco	たまむしプレート	たまむしプレート	玉虫石板	玉蟲石板
0010-held_insect_plate-0001|data.Desc		An item to be held by a Pokémon. It's a stone tablet that halves the damage of Bug-type moves.	Objet à tenir. Une tablette en pierre réduisant de moitié les dégâts subis des capacités de type Insecte.	Ein Item zum Tragen. Diese Steintafel halbiert den erlittenen Schaden von Attacken des Typen Käfer.			지니게 하면 벌레타입 기술의 위력이 절반이 되는 석판.					
0010-held_iron_ball-0000|data.Name		Iron Ball	Balle Fer	Eisenkugel	Bola Férrea		검은철구	Ferropalla	くろいてっきゅう	くろいてっきゅう	黑色铁球	黑色鐵球
0010-held_iron_ball-0001|data.Desc		A held item that weighs the Pokémon down, and allows Ground-type moves to hit Flying-type and levitating holders. This item sticks when held.										
0010-held_iron_plate-0000|data.Name		Iron Plate	Plaque Fer	Eisentafel	Tabla Acero		강철플레이트	Lastraferro	こうてつプレート	こうてつプレート	钢铁石板	鋼鐵石板
0010-held_iron_plate-0001|data.Desc		An item to be held by a Pokémon. It's a stone tablet that halves the damage of Steel-type moves.	Objet à tenir. Une tablette en pierre réduisant de moitié les dégâts subis des capacités de type Acier.	Ein Item zum Tragen. Diese Steintafel halbiert den erlittenen Schaden von Attacken des Typen Stahl.			지니게 하면 강철타입 기술의 위력이 절반이 되는 석판.					
0010-held_life_orb-0000|data.Name		Life Orb	Orbe Vie	Leben-Orb	Vidasfera		생명의구슬	Assorbisfera	いのちのたま	いのちのたま	生命宝珠	生命寶珠
0010-held_life_orb-0001|data.Desc		A held item that boosts the power of moves, but at the cost of some HP on each use. This item sticks when held.	Objet à tenir qui booste la puissance des capacités mais augmente leurs coût en PP à l'usage. Cet objet devient collant lorsqu'il est tenu.	Ein Item zum Tragen, welcher die Stärke von Attacken erhöht, jedoch kostet jede Nutzung von Angriffen ein wenig KP. Das Item wird klebrig, sobald es getragen wird.			지니게 하면 끈적거리게 된다. 공격할 때마다 HP가 조금씩 줄지만 기술의 위력이 올라간다.					
0010-held_magnet-0000|data.Name		Magnet	Aimant	Magnet	Imán		자석	Calamita	じしゃく	じしゃく	磁铁	磁鐵
0010-held_magnet-0001|data.Desc		An item to be held by a Pokémon. It is a powerful magnet that boosts the power of Electric-type moves.	Objet à tenir. Un aimant puissant qui augmente la puissance des capacités de type Électrik.	Ein Item zum Tragen, dessen magnetische Kraft Attacken vom Typ Elektro verstärkt.	Es un puerro muy largo que debe llevar Farfetch’d. Aumenta mucho la probabilidad de que logre un golpe crítico.		강력한 자석. 지니게 하면 전기타입 기술의 위력이 올라간다.	Strumento da dare a un Pokémon. Potente magnete che potenzia le mosse di tipo Elettro.	きょうりょくな　じしゃく。 もたせると　でんきタイプの わざの　いりょくが　あがる。	強力な　磁石。 持たせると　でんきタイプの 技の　威力が　あがる。	强力的磁铁。 携带后，电属性的 招式威力就会提高。	強力的磁鐵。 攜帶後，電屬性的 招式威力就會提高。
0010-held_meadow_plate-0000|data.Name		Meadow Plate	Plaque Herbe	Wiesentafel	Tabla Pradal		초록플레이트	Lastraprato	みどりのプレート	みどりのプレート	碧绿石板	碧綠石板
0010-held_meadow_plate-0001|data.Desc		An item to be held by a Pokémon. It's a stone tablet that halves the damage of Grass-type moves.	Objet à tenir. Une tablette en pierre réduisant de moitié les dégâts subis des capacités de type Plante.	Ein Item zum Tragen. Diese Steintafel halbiert den erlittenen Schaden von Attacken des Typen Pflanze.			지니게 하면 풀타입 기술의 위력이 절반이 되는 석판.					
0010-held_metal_coat-0000|data.Name		Metal Coat	Peau Métal	Metallmantel	Revest. Metálico		금속코트	Metalcoperta	メタルコート	メタルコート	金属膜	金屬膜
0010-held_metal_coat-0001|data.Desc		An item to be held by a Pokémon. It is a special metallic film that can boost the power of Steel-type moves.	Objet à tenir. Une pellicule métallique spéciale qui augmente la puissance des capacités de type Acier.	Ein Item, das einem Pokémon zum Tragen gegeben werden kann. Es verstärkt Attacken vom Typ Stahl.	Colmillo de gran dureza que refuerza los movimientos de tipo Dragón. Debe llevarlo un Pokémon.		특수한 금속 장막. 지니게 하면 강철타입 기술의 위력이 올라간다.	Strumento da dare a un Pokémon. Speciale pellicola metallica che potenzia le mosse di tipo Acciaio.	とくしゅな　きんぞくの　まく。 もたせると　はがねタイプの わざの　いりょくが　あがる。	特殊な　金属の　膜。 持たせると　はがねタイプの 技の　威力が　あがる。	特殊的金属膜。 携带后，钢属性的 招式威力就会提高。	特殊的金屬膜。 攜帶後，鋼屬性的 招式威力就會提高。
0010-held_metronome-0000|data.Name		Metronome	Métronome	Metronom	Metrónomo		메트로놈	Plessimetro	メトロノーム	メトロノーム	节拍器	節拍器
0010-held_metronome-0001|data.Desc		An item to be held by a Pokémon. It boosts moves used consecutively, but only until a different move is used.	Objet à tenir. Booste une capacité utilisée à répétition. L’effet s’annule si une autre capacité est utilisée.	Ein Item zum Tragen. Verstärkt eine Attacke, je öfter sie in Folge ausgeführt wird.	Mejora los PS de base, pero reduce la Velocidad en combate. Debe llevarla un Pokémon.		지니게 하면 똑같은 기술을 연속으로 사용했을 때 위력이 올라간다. 그만두면 위력이 되돌아간다.	Strumento da dare a un Pokémon. Potenzia una mossa usata più volte di seguito. Il potenziamento svanisce al cambio di mossa.	もたせると　おなじわざを　れんぞくで つかったとき　いりょくが　あがる。 やめると　いりょくは　もどる。	持たせると　同じ技を　連続で 使ったとき　威力が　あがる。 やめると　威力は　もどる。	携带后，连续使出相同招式时， 威力就会提高。不再使出 相同招式时，威力就会复原。	攜帶後，連續使出相同招式時， 威力就會提高。停止時， 威力就會復原。
0010-held_mind_plate-0000|data.Name		Mind Plate	Plaque Esprit	Hirntafel	Tabla Mental		이상한플레이트	Lastramente	ふしぎのプレート	ふしぎのプレート	神奇石板	神奇石板
0010-held_mind_plate-0001|data.Desc		An item to be held by a Pokémon. It's a stone tablet that halves the damage of Psychic-type moves.	Objet à tenir. Une tablette en pierre réduisant de moitié les dégâts subis des capacités de type Psy.	Ein Item zum Tragen. Diese Steintafel halbiert den erlittenen Schaden von Attacken des Typen Psycho.			지니게 하면 에스퍼타입 기술의 위력이 절반이 되는 석판.					
0010-held_miracle_seed-0000|data.Name		Miracle Seed	Grain Miracle	Wundersaat	Semilla Milagro		기적의씨	Miracolseme	きせきのタネ	きせきのタネ	奇迹种子	奇跡種子
0010-held_miracle_seed-0001|data.Desc		An item to be held by a Pokémon. It is a seed imbued with life force that boosts the power of Grass-type moves.	Objet à tenir. Une graine remplie de vie qui augmente la puissance des capacités de type Plante.	Ein Item zum Tragen. Ein Samen voller Lebenskraft, der Attacken vom Typ Pflanze verstärkt.	Un par de guantes que debe llevar Chansey. Potencian mucho su índice de golpe crítico.		생명이 깃든 씨앗. 지니게 하면 풀타입 기술의 위력이 올라간다.	Strumento da dare a un Pokémon. Seme intriso di vita che potenzia le mosse di tipo Erba.	せいめいが　やどる　タネ。 もたせると　くさタイプの わざの　いりょくが　あがる。	生命が　宿る　タネ。 持たせると　くさタイプの 技の　威力が　あがる。	孕育生命的种子。 携带后，草属性的 招式威力就会提高。	蘊藏生命的種子。 攜帶後，草屬性的 招式威力就會提高。
0010-held_mobile_scarf-0000|data.Name		Mobile Scarf	Passmuraille	Mobilschal			통과스카프					
0010-held_mobile_scarf-0001|data.Desc		A held item that enables the Pokémon to move through walls.	Objet à tenir qui permet au Pokémon de se déplacer à travers les murs.	Dieser Schal erlaubt das Pokémon durch Wände zu gehen.			지니게 하면 벽을 통과할 수 있게 된다.					
0010-held_mystic_water-0000|data.Name		Mystic Water	Eau Mystique	Zauberwasser	Agua Mística		신비의물방울	Acqua Magica	しんぴのしずく	しんぴのしずく	神秘水滴	神秘水滴
0010-held_mystic_water-0001|data.Desc		An item to be held by a Pokémon. This teardrop-shaped gem boosts the power of Water-type moves.	Objet à tenir. Une gemme en forme de goutte d’eau qui augmente la puissance des capacités de type Eau.	Ein Item zum Tragen. Ein tränenförmiger Edelstein, der Attacken vom Typ Wasser verstärkt.	Debe llevarlo un Pokémon. Aumenta el carisma en los concursos.		물방울 모양의 보석. 지니게 하면 물타입 기술의 위력이 올라간다.	Strumento da dare a un Pokémon. Gemma a forma di goccia che potenzia le mosse di tipo Acqua.	しずくの　かたちの　ほうせき。 もたせると　みずタイプの わざの　いりょくが　あがる。	しずくの　形の　宝石。 持たせると　みずタイプの 技の　威力が　あがる。	水滴形状的宝石。 携带后，水属性的 招式威力就会提高。	水滴形狀的寶石。 攜帶後，水屬性的 招式威力就會提高。
0010-held_never_melt_ice-0000|data.Name		Never-Melt Ice	Glace Éternelle	Ewiges Eis	Antiderretir		녹지않는얼음	Gelomai	とけないこおり	とけないこおり	不融冰	不融冰
0010-held_never_melt_ice-0001|data.Desc		An item to be held by a Pokémon. It's a piece of ice that repels heat effects and boosts Ice-type moves.	Objet à tenir. Un morceau de glace qui réfléchit la chaleur et augmente la puissance des capacités de type Glace.	Ein Item zum Tragen. Ein Stück Eis, das Hitze fernhält und Attacken vom Typ Eis verstärkt.	Debe llevarlo un Pokémon. Aumenta el ingenio en los concursos.		더울 때 지니면 시원한 얼음조각. 지니게 하면 얼음타입 기술의 위력이 올라간다.	Strumento da dare a un Pokémon. Pezzo di ghiaccio che respinge il calore e potenzia le mosse di tipo Ghiaccio.	ねつを　よせつけない　こおり。 もたせると　こおりタイプの わざの　いりょくが　あがる。	熱を　よせつけない　氷。 持たせると　こおりタイプの 技の　威力が　あがる。	能隔绝热量的冰。 携带后，冰属性的 招式威力就会提高。	隔絕熱的冰。 攜帶後，冰屬性的 招式威力就會提高。
0010-held_pass_scarf-0000|data.Name		Pass Scarf	Dérivation	Zueigner			넘김스카프					
0010-held_pass_scarf-0001|data.Desc		A held item that causes the Pokémon to shrug off any damaging moves and pass them on to an adjacent Pokémon.	Objet à tenir qui permet au Pokémon de transférer les effets des attaques et de certaines capacités hostiles à un Pokémon proche de lui.	Ein Item zum Tragen, welches ermöglicht, dass das Pokémon gegnerische Attacken wegzuckt und an ein Pokémon neben ihm abgibt.			지니게 하면 자신에게 쓰인 데미지를 주는 기술을 옆에 있는 포켓몬에게 넘겨주게 된다.					
0010-held_pierce_band-0000|data.Name		Pierce Band	Passetout	Perforband			관통머리띠					
0010-held_pierce_band-0001|data.Desc		A headband that allows the Pokémon's moves and items to hit through multiple targets.	Objet à tenir qui permet aux objets lancés par le Pokémon toucher plusieurs cibles.	Dieses Kopfband erlaubt dem Träger seine Attacken und Items durch mehrere Ziele zu nutzen.			지니게 하면 기술과 도구가 여러 대상을 맞출 수 있게 된다.					
0010-held_pink_bow-0000|data.Name		Pink Bow	Ruban Rose	Rosane Schleife			분홍리본					
0010-held_pink_bow-0001|data.Desc		An item to be held by a Pokémon. It's a cute bow that boosts the power of Fairy-type moves.	Objet à tenir. Un joli ruban qui booste la puissance des capacités de type Fée.	Ein Item zum Tragen. Es ist eine süße Schleife, welche die Kraft von Attacken des Typs Fee verstärkt.			귀여운 리본. 지니게 하면 페어리타입 기술의 위력이 올라간다.					
0010-held_pixie_plate-0000|data.Name		Pixie Plate	Plaque Pixie	Feentafel	Tabla Duende		정령플레이트	Lastraspiritello	せいれいプレート	せいれいプレート	妖精石板	妖精石板
0010-held_pixie_plate-0001|data.Desc		An item to be held by a Pokémon. It's a stone tablet that halves the damage of Fairy-type moves.	Objet à tenir. Une tablette en pierre réduisant de moitié les dégâts subis des capacités de type Fée.	Ein Item zum Tragen. Diese Steintafel halbiert den erlittenen Schaden von Attacken des Typen Fee.			지니게 하면 페어리타입 기술의 위력이 절반이 되는 석판.					
0010-held_poison_barb-0000|data.Name		Poison Barb	Pic Venin	Giftstich	Flecha Venenosa		독바늘	Velenaculeo	どくバリ	どくバリ	毒针	毒針
0010-held_poison_barb-0001|data.Desc		An item to be held by a Pokémon. This small, poisonous barb boosts the power of Poison-type moves.	Objet à tenir. Un petit pic empoisonné qui augmente la puissance des capacités de type Poison.	Ein Item zum Tragen. Ein schmaler und giftiger Widerhaken, der Attacken vom Typ Gift verstärkt.	Debe llevarlo un Pokémon. Aumenta la dulzura en los concursos.		독이 있는 작은 침. 지니게 하면 독타입 기술의 위력이 올라간다.	Strumento da dare a un Pokémon. Aculeo piccolo e tossico che potenzia le mosse di tipo Veleno.	どくのある　ちいさな　ハリ。 もたせると　どくタイプの わざの　いりょくが　あがる。	どくのある　ちいさな　ハリ。 持たせると　どくタイプの 技の　威力が　あがる。	有毒的小针。 携带后，毒属性的 招式威力就会提高。	有毒的小針。 攜帶後，毒屬性的 招式威力就會提高。
0010-held_power_band-0000|data.Name		Power Band	Ruban Force+	Machtband								
0010-held_power_band-0001|data.Desc		A hold item that slightly boosts the Pokémon's Attack.	Objet à tenir qui augmente l'Attaque du Pokémon.	Ein Item zum Tragen. Der Angriff des Trägers wird leicht erhöht.								
0010-held_reunion_cape-0000|data.Name		Reunion Cape	Cape Union	Versammlungscape			재회망토					
0010-held_reunion_cape-0001|data.Desc		A held item that warps the Pokémon to its teammate or leader when attacked.	Objet à tenir qui téléporte son porteur près du meneur ou de l'équipe quand il est attaqué.	Der Träger wird zu einem Teammitglied oder Anführer teleportiert, wenn dieser angegriffen wird.			지니게 하면 공격받았을 때 팀원 또는 리더에게 순간이동하게 된다.					
0010-held_ring_target-0000|data.Name		Ring Target	Point de Mire	Zielscheibe	Blanco		겨냥표적	Facilsaglio	ねらいのまと	ねらいのまと	标靶	標靶
0010-held_ring_target-0001|data.Desc		A held item that removes the Pokémon's type immunities. This item sticks when held.	Objet à tenir qui retire au porteur l'immunité lié à son type, le rendant sensible à des capacités qui ne lui font aucun effet normalement. Cet objet devient collant lorsqu'il est tenu.	Dieses Item entfernt jegliche Immunitäten, die der Träger dank seines Typen besitzt. Das Item wird klebrig, sobald es getragen wird.			지니게 하면 끈적거리게 된다. 지닌 포켓몬의 특정 타입에 대한 면역이 사라진다.					
0010-held_scope_lens-0000|data.Name		Scope Lens	Lentilscope	Scope-Linse	Periscopio		초점렌즈	Mirino	ピントレンズ	ピントレンズ	焦点镜	焦點鏡
0010-held_scope_lens-0001|data.Desc		A lens used for scoping out weak points. It boosts the holder’s critical-hit ratio.	Objet à tenir. Une lentille qui augmente le taux de critiques du porteur.	Ein Item, das einem Pokémon zum Tragen gegeben werden kann. Es erhöht die Volltrefferquote.	Actúa como combustible y potencia los movimientos de tipo Fuego. Debe llevarlo un Pokémon.		약점이 보이는 렌즈. 지니게 한 포켓몬의 기술이 급소에 맞기 쉬워진다.	Strumento da dare a un Pokémon. Lente che aumenta la probabilità di sferrare brutti colpi.	じゃくてんが　みえる　レンズ。 もたせた　ポケモンの　わざが きゅうしょに　あたりやすくなる。	弱点が　みえる　レンズ。 持たせた　ポケモンの　技が 急所に　当たりやすくなる。	能看见弱点的镜片。 携带它的宝可梦的招式 会变得容易击中要害。	能看見弱點的鏡片。 攜帶它的寶可夢的招式 會變得容易擊中要害。
0010-held_sharp_beak-0000|data.Name		Sharp Beak	Bec Pointu	Hackattack	Pico Afilado		예리한부리	Beccaffilato	するどいくちばし	するどいくちばし	锐利鸟嘴	銳利鳥嘴
0010-held_sharp_beak-0001|data.Desc		An item to be held by a Pokémon. It's a long, sharp beak that boosts the power of Flying-type moves.	Objet à tenir. Un bec long et pointu qui augmente la puissance des capacités de type Vol.	Ein Item zum Tragen. Ein langer, scharfer Schnabel verstärkt Attacken vom Typ Flug.	Debe llevarlo un Pokémon. Aumenta la belleza en los concursos.		길고 뾰족한 부리. 지니게 하면 비행타입 기술의 위력이 올라간다.	Strumento da dare a un Pokémon. Becco lungo e affilato che potenzia le mosse di tipo Volante.	ながく　とがった　くちばし。 もたせると　ひこうタイプの わざの　いりょくが　あがる。	長く　とがった　くちばし。 持たせると　ひこうタイプの 技の　威力が　あがる。	又长又尖的鸟嘴。 携带后，飞行属性的 招式威力就会提高。	又長又尖的鳥嘴。 攜帶後，飛行屬性的 招式威力就會提高。
0010-held_shed_shell-0000|data.Name		Shed Shell	Carapace Mue	Wechselhülle	Muda Concha		아름다운허물	Disfoguscio	きれいなぬけがら	きれいなぬけがら	美丽空壳	美麗空殼
0010-held_shed_shell-0001|data.Desc		A tough, discarded carapace that prevents the holder from being immobilized.	Une carapace dure et rebuté qui empêche le porteur d'être immobilisé.	Dieser harte, hinterlassene Panzer verhindert, dass der Träger bewegungsunfähig werden kann.			튼튼하고 단단한 허물. 지니게 하면 경직 상태에 빠지는 걸 방지한다.					
0010-held_shell_bell-0000|data.Name		Shell Bell	Grelot Coque	Seegesang	Campana Concha		조개껍질방울	Conchinella	かいがらのすず	かいがらのすず	贝壳之铃	貝殼之鈴
0010-held_shell_bell-0001|data.Desc		A held item that restores a little HP to the holder every time it inflicts damage on others.	Objet à tenir. Restaure un peu les PV du porteur à chaque fois qu’il inflige des dégâts.	Ein Item zum Tragen. Es stellt einige KP des Trägers immer dann wieder her, wenn dieser dem Ziel Schaden zufügt.	Potencia los movimientos, pero consume PS con cada ataque. Debe llevarla un Pokémon.		지니게 한 포켓몬이 공격하여 상대에게 데미지를 줬을 때 HP를 조금 회복할 수 있다.	Strumento da dare a un Pokémon. Chi ce l’ha recupera un po’ di PS ogni volta che infligge danni.	もたせた　ポケモンが　こうげきして あいてに　ダメージを　あたえたとき ＨＰを　すこし　かいふく　できる。	持たせた　ポケモンが　攻撃して 相手に　ダメージを　あたえたとき ＨＰを　少し　回復できる。	当携带它的宝可梦 攻击对手并造成伤害时， 能回复少量ＨＰ。	當攜帶它的寶可夢 攻擊並造成對手傷害時， 能回復少量ＨＰ。
0010-held_silk_scarf-0000|data.Name		Silk Scarf	Écharpe Soie	Seidenschal	Pañuelo Seda		실크스카프	Sciarpa Seta	シルクのスカーフ	シルクのスカーフ	丝绸围巾	絲綢圍巾
0010-held_silk_scarf-0001|data.Desc		An item to be held by a Pokémon. It's a sumptuous scarf that boosts the power of Normal-type moves.	Objet à tenir. Un écharpe somptueux qui augmente la puissance des capacités de type Normal.	Ein Item zum Tragen. Ein kostbarer Schal, der Attacken vom Typ Normal verstärkt.	Potencia ligeramente los movimientos supereficaces. Debe llevarla un Pokémon.		감촉이 좋은 스카프. 지니게 하면 노말타입 기술의 위력이 올라간다.	Strumento da dare a un Pokémon. Sciarpa raffinata che potenzia le mosse di tipo Normale.	はだざわりの　よい　スカーフ。 もたせると　ノーマルタイプの わざの　いりょくが　あがる。	はだざわりの　よい　スカーフ。 持たせると　ノーマルタイプの 技の　威力が　あがる。	手感不错的围巾。 携带后，一般属性的 招式威力就会提高。	手感不錯的圍巾。 攜帶後，一般屬性的 招式威力就會提高。
0010-held_silver_powder-0000|data.Name		Silver Powder	Poudre Argentée	Silberstaub	Polvo Plata		은빛가루	Argenpolvere	ぎんのこな	ぎんのこな	银粉	銀粉
0010-held_silver_powder-0001|data.Desc		An item to be held by a Pokémon. It is a shiny, silver powder that will boost the power of Bug-type moves.	Objet à tenir. De la poudre d’argent brillante qui augmente la puissance des capacités de type Insecte.	Ein Item, zum Tragen. Ein glänzendes, silbernes Puder, das Attacken vom Typ Käfer verstärkt.	Debe llevarla un Pokémon. La vitalidad de la semilla fortalece los movimientos de tipo Planta.		은색으로 반짝이는 가루. 지니게 하면 벌레타입 기술의 위력이 올라간다.	Strumento da dare a un Pokémon. Polvere argentea e brillante che potenzia le mosse di tipo Coleottero.	ぎんいろに　かがやく　こな。 もたせると　むしタイプの わざの　いりょくが　あがる。	銀色に　輝く　粉。 持たせると　むしタイプの 技の　威力が　あがる。	散发着银色光辉的粉末。 携带后，虫属性的 招式威力就会提高。	散發著銀色光輝的粉末。 攜帶後，蟲屬性的 招式威力就會提高。
0010-held_sky_plate-0000|data.Name		Sky Plate	Plaque Ciel	Wolkentafel	Tabla Cielo		푸른하늘플레이트	Lastracielo	あおぞらプレート	あおぞらプレート	蓝天石板	藍天石板
0010-held_sky_plate-0001|data.Desc		An item to be held by a Pokémon. It's a stone tablet that halves the damage of Flying-type moves.	Objet à tenir. Une tablette en pierre réduisant de moitié les dégâts subis des capacités de type Vol.	Ein Item zum Tragen. Diese Steintafel halbiert den erlittenen Schaden von Attacken des Typen Flug.			지니게 하면 비행타입 기술의 위력이 절반이 되는 석판.					
0010-held_soft_sand-0000|data.Name		Soft Sand	Sable Doux	Pudersand	Arena Fina		부드러운모래	Sabbia Soffice	やわらかいすな	やわらかいすな	柔软沙子	柔軟沙子
0010-held_soft_sand-0001|data.Desc		An item to be held by a Pokémon. It is a loose, silky sand that boosts the power of Ground-type moves.	Objet à tenir. Du sable fin et soyeux qui augmente la puissance des capacités de type Sol.	Ein Item zum Tragen. Samtiger Sand, der Attacken vom Typ Boden verstärkt.	Tiene un curioso aroma que potencia los movimientos de tipo Agua. Debe llevarlo un Pokémon.		만지면 보슬보슬한 모래. 지니게 하면 땅타입 기술의 위력이 올라간다.	Strumento da dare a un Pokémon. Sabbia leggera e farinosa che potenzia le mosse di tipo Terra.	さわると　サラサラする　すな。 もたせると　じめんタイプの わざの　いりょくが　あがる。	さわると　サラサラする　砂。 持たせると　じめんタイプの 技の　威力が　あがる。	手感细腻的沙子。 携带后，地面属性的 招式威力就会提高。	手感細緻的沙子。 攜帶後，地面屬性的 招式威力就會提高。
0010-held_special_band-0000|data.Name		Special Band	Ruban Spé.	Spezialband								
0010-held_special_band-0001|data.Desc		A hold item that slightly boosts the Pokémon's Special Attack.	Objet à tenir qui augmente l'Attaque Spéciale du Pokémon.	Ein Item zum Tragen. Der Spezial Angriff des Trägers wird leicht erhöht.								
0010-held_spell_tag-0000|data.Name		Spell Tag	Rune Sort	Bannsticker	Hechizo		저주의부적	Spettrotarga	のろいのおふだ	のろいのおふだ	诅咒之符	詛咒之符
